Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2020-09-13,2020-08-17,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21,2018-07-16,2018-08-21,2018-08-27,2018-09-24,2018-10-15,2018-11-05,2018-12-05,2019-01-14,2019-01-28,2019-02-19,2019-03-06,2019-03-28,2019-04-02,2019-04-29,2019-05-28,2019-07-22,2019-08-29,2019-10-17,2019-11-22,2020-01-20,2020-02-18,2020-03-03,2020-03-14,2020-03-22,2020-04-06,2020-04-25,2020-05-19,2020-06-07,2020-06-29,2020-07-06,2020-07-22,2020-08-10,,RemovedFromYoutube
"Jul 21, 2017",y,theRoomWhereItHappened.txt,youtube,4:51,5h56N_uwS7c,.mkv,https://www.youtube.com/watch?v=5h56N_uwS7c,"1,129,717","1,102,689","""THE ROOM WHERE IT HAPPENED""","254,894","270,662","290,755","299,585","304,838","322,727","327,368","339,686","343,696","352,907","398,601","412,254","467,007","486,297","502,213","532,403","570,586","580,365","599,350","610,249","621,597","623,668","633,235","643,597","681,517","716,084","749,696","768,606","784,785","808,770","815,098","819,720","826,176","839,598","853,569","875,560","888,001","942,996","1,015,150","1,063,938","1,095,496",,
"Jul 5, 2017",y,beforeHeTweets.txt,youtube,3:45,0kiVjtH7w8w,.webm,https://www.youtube.com/watch?v=0kiVjtH7w8w,"908,667","898,785","""BEFORE HE TWEETS""","425,542","435,043","462,848","473,825","478,042","491,570","495,631","503,451","506,298","512,693","528,106","532,457","556,468","565,051","574,386","586,709","608,762","617,755","640,810","650,532","658,445","659,681","664,801","670,534","687,302","728,880","766,062","781,582","797,015","807,578","813,295","815,324","817,178","820,802","826,492","839,632","853,381","868,567","876,168","886,861","896,000",,
"Jun 16, 2017",y,russiaTies.txt,youtube,4:15,EYgi5MyMqCs,.webm,https://www.youtube.com/watch?v=EYgi5MyMqCs,"918,361","907,198","""RUSSIA TIES""","255,080","260,901","273,719","280,493","283,865","295,792","299,881","308,947","312,363","320,179","372,482","386,656","425,243","446,204","477,013","498,467","527,474","559,388","579,151","593,162","607,796","610,029","619,301","643,752","677,845","705,262","766,391","788,093","808,073","814,382","817,970","820,314","822,281","827,021","834,836","849,390","859,098","870,744","876,960","890,757","904,821",,
"Jun 2, 2017",y,none,none,4:19,1UW2ZndKqcg,.mkv,https://www.youtube.com/watch?v=1UW2ZndKqcg,"1,000,968","989,174","""COVFEFE: THE BROADWAY MEDLEY!""","523,125","534,567","556,248","565,773","569,680","580,631","584,414","597,048","600,681","608,284","635,163","639,644","658,770","666,025","673,884","681,452","694,598","700,234","714,215","719,025","725,203","726,162","730,544","734,713","747,259","763,495","781,008","811,462","847,250","859,422","864,961","873,335","874,986","879,842","889,394","913,938","929,506","950,885","957,917","969,377","984,537",,
"May 30, 2017",y,none,none,3:46,XQmFeX_Srhs,.mkv,https://www.youtube.com/watch?v=XQmFeX_Srhs,"329,822","323,136","""Donald Trump's MANGO TOUR!""","151,719","152,985","155,765","157,247","157,798","159,778","160,495","161,955","162,567","164,293","169,327","170,994","179,661","183,750","189,324","193,885","199,120","201,734","210,261","213,896","217,752","218,361","221,309","225,371","232,922","243,636","255,808","260,403","267,213","270,588","273,600","274,570","275,499","277,890","281,626","289,185","296,030","304,744","308,771","314,866","321,587",,
"May 15, 2017",y,none,none,4:23,V2OuJYaz_oE,.webm,https://www.youtube.com/watch?v=V2OuJYaz_oE,"559,478","544,567","""THE RUSSIAN CONNECTION""","207,970","210,420","215,341","218,148","219,628","225,372","227,241","231,021","232,220","235,691","248,852","251,041","265,519","273,339","281,768","291,568","312,230","322,446","350,580","371,776","381,797","382,941","387,104","391,776","401,051","414,772","433,001","441,557","451,198","456,323","459,908","461,824","463,300","466,745","473,568","490,055","501,892","515,720","523,591","533,028","542,007",,
"May 1, 2017",y,unpopular.txt,youtube,4:33,TPg0BWvhMkA,.mkv,https://www.youtube.com/watch?v=TPg0BWvhMkA,"998,407","966,589","""UNPOPULAR!""","382,746","390,150","403,774","409,976","413,328","425,597","429,847","438,532","441,599","449,450","471,755","475,902","502,653","522,520","536,634","547,985","564,336","572,327","592,889","604,925","615,153","616,524","624,146","630,922","650,931","678,933","711,494","729,518","746,527","760,665","766,859","772,386","778,024","790,940","810,419","854,059","872,109","895,509","908,939","930,668","956,404",,
"Apr 21, 2017",y,justMyBill.txt,youtube,3:11,_H48C_xf8HE,.webm,https://www.youtube.com/watch?v=_H48C_xf8HE,"251,284","247,379","""JUST MY BILL (O'Reilly)""","123,408","125,675","130,112","131,990","132,800","135,983","137,053","139,650","140,397","141,504","149,359","152,030","163,495","166,841","170,640","173,613","177,398","179,123","183,314","186,087","188,861","189,278","190,848","192,321","196,458","202,079","209,954","213,195","216,912","218,755","219,771","220,295","220,784","222,048","223,957","228,133","230,960","235,942","237,981","241,701","246,309",,
"Apr 6, 2017",n,randyRainbowInterviewsIvankaTrump.txt,youtube,3:18,LPQYAT3wH_g,.webm,https://www.youtube.com/watch?v=LPQYAT3wH_g,"1,411,079","1,376,044","""Randy Rainbow Interviews Ivanka Trump""","212,721","220,275","233,385","241,381","249,893","267,457","270,162","281,296","283,839","289,927","317,368","322,628","352,321","365,829","383,893","399,969","432,435","438,662","458,152","474,171","502,997","505,159","509,866","514,900","535,886","601,284","683,964","726,526","749,911","769,171","782,546","789,676","799,948","830,586","913,935","1,062,886","1,113,432","1,183,852","1,268,555","1,330,028","1,366,842",,
"Mar 19, 2017",y,killTheRelease.txt,youtube,2:30,ji5nOTjlVuA,.mkv,https://www.youtube.com/watch?v=ji5nOTjlVuA,"256,959","253,637","""KILL THE RELEASE!""","101,007","102,292","105,325","106,761","107,349","109,699","110,538","112,365","113,417","114,927","119,579","120,821","127,107","130,306","134,692","138,118","142,906","146,420","151,430","154,246","157,668","158,173","160,767","165,171","173,345","179,046","185,682","189,078","195,198","199,779","202,118","207,136","209,063","211,788","215,379","230,594","236,146","243,968","245,925","249,314","252,641",,
"Mar 15, 2017",y,microwaves.txt,youtube,3:40,Ub5GkBtIjhc,.webm,https://www.youtube.com/watch?v=Ub5GkBtIjhc,"550,239","538,188","""MICROWAVES (Are Watching You!)""","280,154","284,506","292,029","295,737","297,628","304,872","307,250","313,442","315,279","319,129","331,952","334,279","346,878","351,993","358,118","363,522","371,762","375,648","382,814","387,399","392,387","393,233","396,612","399,996","410,587","424,841","447,111","454,761","463,430","468,152","470,131","471,541","472,706","475,840","480,923","491,801","498,759","510,773","516,083","525,665","535,289",,
"Mar 6, 2017",y,putinAndTheRitz.txt,youtube,3:14,dReOdQmt-Qk,.mkv,https://www.youtube.com/watch?v=dReOdQmt-Qk,"676,575","663,439","""PUTIN AND THE RITZ""","293,417","297,996","306,990","311,869","314,438","323,069","325,901","332,922","335,011","340,203","375,821","380,193","398,314","403,602","408,972","414,511","429,393","437,294","454,998","461,205","467,058","468,117","472,155","477,969","493,703","511,652","534,652","546,892","557,355","562,770","566,066","567,874","570,474","574,310","580,617","604,406","612,733","630,365","639,536","650,017","660,130",,
"Feb 22, 2017",y,yourMakingThingsUpAgain.txt,youtube,3:52,yf0CKA0zN0g,.webm,https://www.youtube.com/watch?v=yf0CKA0zN0g,"958,556","894,182","""You're Making Things Up Again, Donald!""","330,348","341,614","362,611","371,889","377,127","394,676","397,691","401,024","402,425","406,811","429,402","436,336","461,703","470,459","478,898","488,213","503,253","509,028","524,763","530,306","535,769","536,663","540,522","545,751","558,470","576,875","597,183","604,992","613,115","618,162","621,355","622,908","625,225","629,256","635,980","654,125","679,605","742,013","826,403","863,204","883,475",,
"Feb 6, 2017",y,factChecker.txt,youtube,3:39,NLaYDmJYE8k,.mkv,https://www.youtube.com/watch?v=NLaYDmJYE8k,"778,109","766,963","""FACT-CHECKER, FACT-CHECKER""","438,284","439,903","444,511","446,727","447,650","451,232","452,472","455,126","456,219","459,284","472,540","477,846","501,983","511,585","521,038","529,523","543,442","551,233","568,435","576,272","582,211","583,320","587,854","593,890","608,661","637,912","665,919","675,485","685,885","690,932","694,017","695,657","697,355","701,224","706,434","718,589","727,075","738,603","744,283","753,066","763,582",,
"Jan 24, 2017",y,alternativeFacts.txt,youtube,3:35,OdV_8TGswRA,.webm,https://www.youtube.com/watch?v=OdV_8TGswRA,"901,284","891,806","""ALTERNATIVE FACTS""","617,119","619,749","625,004","627,872","629,242","634,238","636,223","640,127","641,775","645,283","658,463","664,179","686,807","694,007","699,809","704,766","713,122","717,177","725,362","730,637","736,347","737,197","741,138","745,897","759,091","783,115","801,084","810,007","819,948","824,627","827,073","828,937","830,533","834,475","840,265","852,850","860,557","869,208","873,755","882,073","889,634",,
"Jan 17, 2017",y,randyRainbowInterviewsJenniferHolliday.txt,youtube,2:58,IMBwyVGUFls,.mkv,https://www.youtube.com/watch?v=IMBwyVGUFls,"113,877","112,685","""Randy Rainbow Interviews Jennifer Holliday""","76,385","76,836","77,562","78,000","78,244","79,095","79,423","80,159","80,379","80,677","82,024","82,313","84,010","84,925","86,146","86,942","88,364","88,921","90,049","90,833","91,589","91,726","92,357","92,951","94,810","96,926","99,375","100,595","102,005","102,567","102,889","103,079","103,276","103,771","104,569","106,144","107,430","108,877","109,536","110,877","112,297",,
"Jan 11, 2017",y,tweetsTweetsNothingButTweets.txt,youtube,3:11,qEVtRrcg3dg,.mkv,https://www.youtube.com/watch?v=qEVtRrcg3dg,"508,585","500,998","""TWEETS, TWEETS & NOTHING BUT TWEETS""","258,528","259,456","261,830","263,101","263,629","265,595","266,196","267,495","268,045","269,412","274,201","275,566","282,970","287,002","294,852","301,101","312,906","318,487","334,466","339,640","349,028","351,120","357,150","361,571","371,455","391,342","412,405","420,208","427,367","430,875","432,919","433,758","434,831","436,798","440,243","449,575","457,964","475,495","483,429","491,981","498,957",,
"Jan 9, 2017",n,exitInterviewsBarackObama.txt,youtube,4:02,NEel6Ng2e-0,.webm,https://www.youtube.com/watch?v=NEel6Ng2e-0,"558,018","547,683","""Randy Rainbow Exit-Interviews Barack Obama""","239,524","244,618","252,465","256,143","259,211","266,593","268,231","273,659","274,883","277,443","286,195","287,885","299,949","305,287","311,890","317,453","326,705","329,792","338,927","346,209","350,123","350,898","353,898","356,809","366,217","385,254","413,204","419,771","426,950","430,882","433,125","434,208","435,421","439,394","456,778","480,347","489,496","505,707","514,961","530,564","544,062",,
"Dec 14, 2016",n,interviewsDonaldTrumpPart3.txt,youtube,4:10,5e3FuzTPFT0,.mkv,https://www.youtube.com/watch?v=5e3FuzTPFT0,"304,705","300,711","""Randy Rainbow Interviews Donald Trump: PART THREE""","164,050","165,317","167,871","169,071","169,674","172,118","173,114","175,351","175,947","176,785","185,386","187,453","197,335","200,971","204,237","207,628","212,331","213,831","216,915","220,157","222,785","223,235","224,935","226,723","231,162","235,623","242,879","247,329","251,453","253,803","254,908","255,591","256,068","257,730","260,065","266,567","271,702","280,047","285,948","292,293","299,339",,
"Nov 22, 2016",y,donaldTrumpGrowUp.txt,youtube,4:18,5Gxp6gzKvXk,.mkv,https://www.youtube.com/watch?v=5Gxp6gzKvXk,"622,056","609,750","""Donald Trump, Grow Up! - Randy Rainbow HAMILTON Song Parody""","246,664","248,609","256,726","260,226","261,507","266,428","267,871","270,830","272,100","275,470","289,406","295,601","324,068","333,492","340,776","346,797","360,166","363,443","377,942","382,988","388,694","390,018","393,907","398,623","412,236","428,713","443,586","452,445","460,800","466,178","468,987","470,938","473,060","481,322","516,217","533,998","540,998","555,534","568,093","593,960","607,034",,
"Nov 16, 2016",n,interviewsNewFirstFamily.txt,youtube,3:59,o5harjyjggI,.webm,https://www.youtube.com/watch?v=o5harjyjggI,"467,305","456,978","""Randy Rainbow Interviews the New First Family!""","205,302","209,292","216,402","220,183","222,948","230,398","232,315","236,940","238,106","240,959","249,627","251,288","261,258","266,148","270,064","272,712","277,796","279,964","285,223","288,480","292,238","292,663","294,631","296,358","302,086","309,558","337,081","343,330","351,344","354,826","357,073","358,376","359,629","363,350","372,238","390,032","404,218","422,727","428,678","442,478","454,254",,
"Nov 10, 2016",y,none,none,2:55,uc87elr2Ohs,.mkv,https://www.youtube.com/watch?v=uc87elr2Ohs,"133,734","132,147","""HILLARY WINS!?!? - RANDY RAINBOW'S AMERICAN DREAM (Musical)""","79,248","79,861","81,149","81,871","82,217","83,480","83,922","85,000","85,376","86,247","89,423","89,832","92,710","94,109","95,619","96,745","98,386","99,087","100,783","101,839","103,041","103,248","104,086","104,833","107,375","110,057","113,934","115,739","117,906","118,813","119,248","119,564","119,819","120,535","121,574","123,834","125,296","127,356","128,270","129,976","131,681",,
"Nov 6, 2016",y,none,none,2:51,G19s4OmvFw8,.mkv,https://www.youtube.com/watch?v=G19s4OmvFw8,"206,855","201,613","""TRUMP-PENCE, TRUMP-PENCE""","98,698","99,574","101,597","102,600","103,002","104,288","104,644","105,585","105,944","106,890","110,744","112,122","120,562","122,919","125,168","126,920","129,325","130,640","140,761","143,153","145,082","145,359","146,857","148,188","151,983","156,757","163,572","166,551","169,395","171,084","171,970","172,560","173,027","174,379","176,047","180,779","183,488","188,194","190,670","195,230","199,808",,
"Oct 24, 2016",y,nastyWoman.txt,youtube,3:38,WC7u_IKEWwA,.webm,https://www.youtube.com/watch?v=WC7u_IKEWwA,"483,055","475,414","""THE NASTY WOMAN""","261,625","262,960","266,289","267,953","268,583","270,949","271,720","273,658","274,387","276,491","284,813","287,381","297,179","301,256","305,129","308,742","319,560","322,445","329,621","333,341","340,003","341,388","344,768","348,657","359,616","372,372","390,690","399,023","406,473","410,331","412,319","413,591","414,752","418,079","423,563","433,007","440,635","448,483","452,464","460,717","472,816",,
"Oct 18, 2016",n,interviewsMelaniaTrump.txt,youtube,3:45,oYagr8TdBl0,.mkv,https://www.youtube.com/watch?v=oYagr8TdBl0,"1,575,877","1,558,555","""RANDY RAINBOW Interviews MELANIA TRUMP!""","754,213","766,797","790,214","797,357","799,870","808,197","811,011","818,085","820,623","832,073","881,203","892,357","953,253","971,788","983,645","992,068","1,010,211","1,016,057","1,025,784","1,031,379","1,040,262","1,041,475","1,046,071","1,051,324","1,067,477","1,098,042","1,129,678","1,149,114","1,162,708","1,171,206","1,178,102","1,181,338","1,185,748","1,200,934","1,251,592","1,374,796","1,419,806","1,477,378","1,509,223","1,534,840","1,553,267",,
"Oct 10, 2016",y,grabEmBy.txt,youtube,2:14,1jp-PK1TihE,.webm,https://www.youtube.com/watch?v=1jp-PK1TihE,"379,619","374,217","""GRAB 'EM BY THE P***Y! (Censored)""","220,307","221,346","223,763","224,970","225,398","227,313","227,966","229,717","230,301","231,915","237,330","239,476","250,220","253,568","256,522","258,670","262,372","263,919","277,464","280,699","283,615","284,031","286,077","288,007","294,242","303,825","315,477","320,422","324,913","327,268","328,334","329,015","329,583","331,210","333,731","341,078","346,090","356,159","359,552","366,306","372,521",,
"Oct 6, 2016",n,randyRainbowModerates2016VPdebate.txt,youtube,4:03,xGA5O49T_qE,.mkv,https://www.youtube.com/watch?v=xGA5O49T_qE,"132,887","131,717","""RANDY RAINBOW Moderates the 2016 VP DEBATE""","91,104","91,538","92,462","92,925","93,155","94,104","94,378","95,080","95,326","95,653","96,617","96,958","99,306","100,379","101,562","102,362","103,902","104,593","105,851","106,869","107,674","107,796","108,377","108,968","110,892","113,216","115,978","117,186","118,475","119,226","119,731","119,977","120,185","120,840","121,716","123,880","125,137","126,934","127,930","129,697","131,205",,
"Sep 28, 2016",y,braggadocious.txt,youtube,2:57,ldfF6chin5s,.mkv,https://www.youtube.com/watch?v=ldfF6chin5s,"1,208,821","1,202,830","""BRAGGADOCIOUS!: Randy Rainbow Moderates Debate #1""","927,568","935,816","942,104","944,969","946,285","951,855","953,934","959,023","960,988","966,791","980,909","989,804","1,012,060","1,019,556","1,026,630","1,032,203","1,041,932","1,045,705","1,052,401","1,056,161","1,060,720","1,061,394","1,064,687","1,069,039","1,084,445","1,103,541","1,122,729","1,130,797","1,140,125","1,144,464","1,146,902","1,148,521","1,150,122","1,153,415","1,158,531","1,167,873","1,174,137","1,182,234","1,185,922","1,192,684","1,201,108",,
"Sep 20, 2016",n,interviewsTrumpCampaign.txt,youtube,2:53,fkIDDl1u53g,.webm,https://www.youtube.com/watch?v=fkIDDl1u53g,"334,001","329,150","""RANDY RAINBOW Interviews Trump Campaign Manager KELLYANNE CONWAY""","240,786","241,824","244,357","245,546","246,225","248,831","249,977","252,490","253,048","253,727","255,628","256,302","259,632","260,890","262,080","263,018","265,031","265,946","267,863","269,088","270,380","270,594","271,500","272,412","275,606","278,678","282,640","284,667","286,951","288,001","288,630","289,085","289,427","290,420","292,072","298,017","300,912","309,163","315,949","323,347","327,641",,
"Sep 9, 2016",n,interviewsGaryJohnson.txt,youtube,2:18,iYSQH8SFHDY,.mkv,https://www.youtube.com/watch?v=iYSQH8SFHDY,"116,990","116,092","""Randy Rainbow Interviews Gary Johnson #WhatIsAleppo""","86,063","86,362","87,090","87,523","87,701","88,491","88,774","89,546","89,748","89,994","90,904","91,105","92,511","93,251","94,028","97,814","98,704","99,099","99,889","100,470","101,021","101,120","101,566","101,949","103,045","104,218","105,908","106,755","107,844","108,249","108,439","108,610","108,735","109,123","109,657","110,832","111,794","112,943","113,464","114,655","115,759",,
"Sep 3, 2016",n,interviewsLatinosForTump.txt,youtube,2:36,8CtrLnBxeNY,.webm,https://www.youtube.com/watch?v=8CtrLnBxeNY,"165,022","162,838","""RANDY RAINBOW Interviews LATINOS FOR TRUMP""","100,453","101,312","102,880","103,767","104,168","105,819","106,414","108,071","108,509","108,869","110,114","110,624","114,582","116,018","117,359","118,247","119,876","120,653","122,121","123,468","124,731","124,904","125,685","126,432","128,598","131,161","135,524","137,711","140,330","141,144","141,533","141,817","142,059","142,773","143,944","147,189","149,533","152,983","154,840","158,013","162,002",,
"Aug 19, 2016",n,interviewsTrumpsAttorney.txt,youtube,2:43,JjTqyNe0C1w,.mkv,https://www.youtube.com/watch?v=JjTqyNe0C1w,"215,000","211,854","""Randy Rainbow Interviews Donald Trump's Attorney #SaysWho""","92,667","93,591","95,775","96,970","97,547","105,972","115,259","131,448","132,844","134,704","139,968","141,240","146,058","148,095","150,080","151,460","154,334","155,619","159,438","162,763","165,217","165,520","166,858","168,708","172,465","176,851","183,161","185,895","188,878","190,031","190,645","190,986","191,237","191,998","193,202","196,591","198,927","202,006","203,641","207,113","210,746",,
"Aug 2, 2016",n,interviewsDonaldTrumpPart2.txt,youtube,2:37,q81Howk0Dto,.mkv,https://www.youtube.com/watch?v=q81Howk0Dto,"190,401","189,004","""Randy Rainbow Interviews DONALD TRUMP: Part II""","148,006","148,767","150,134","150,762","151,105","152,389","152,977","154,083","154,406","154,890","156,754","157,098","159,053","159,740","162,455","163,509","164,804","165,307","166,165","167,013","167,723","167,835","168,320","168,802","170,225","171,712","173,777","174,873","176,229","176,848","177,148","177,362","177,584","178,034","178,780","180,735","182,051","184,184","185,151","186,889","188,552",,
"Jul 28, 2016",n,interviewsHillaryClintonTimKaine.txt,youtube,3:11,u1XjA0X2uRU,.mkv,https://www.youtube.com/watch?v=u1XjA0X2uRU,"123,076","121,990","""Randy Rainbow Interviews HILLARY CLINTON & TIM KAINE""","82,555","83,038","84,009","84,453","84,645","85,668","86,123","87,115","87,378","87,870","89,483","89,754","91,975","92,753","93,735","97,592","99,580","100,110","101,215","102,197","102,979","103,105","103,681","104,169","105,661","107,292","109,308","110,339","111,531","112,057","112,287","112,489","112,629","113,094","113,800","115,459","116,609","118,298","118,942","120,314","121,625",,
"Jul 20, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,EufHfhnPKTU,,https://www.youtube.com/watch?v=EufHfhnPKTU,"578,721","571,318","""Ya Got TRUMP TROUBLE! - Randy Rainbow Song Parody""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"444,996","445,112","447,543","450,186","458,844","469,392","484,592","493,200","500,643","504,523","506,224","507,411","508,827","511,787","516,037","527,608","533,821","545,542","551,056","559,649","569,193",,"Original video, had been trackign pirate copy before"
"Jul 21, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,5_k1L7IHYx0,.mkv,https://www.youtube.com/watch?v=5_k1L7IHYx0,"30,182","30,129","""Ya Got Trump Trouble!"" pirated copy of original","8,475","10,886","15,358","17,607","18,714","22,779","24,124","26,861","27,669","27,849","27,963","27,986","28,092","28,172","28,227","28,264","28,342","28,446","28,533","28,629","28,794","28,820","28,950","29,072","29,198","29,273","29,395","29,486","29,635","29,670","29,694","29,708","29,718","29,740","29,770","29,814","29,843","29,899","29,930","30,019","30,108",,
"Jun 7, 2016",y,sorryYoureNotHamilton.txt,youtube,3:27,S10DtYaIg0g,.webm,https://www.youtube.com/watch?v=S10DtYaIg0g,"517,138","496,706","""SORRY, YOU'RE NOT HAMILTON""","148,232","151,610","157,648","160,611","163,546","172,901","174,801","178,670","179,970","181,939","188,915","190,223","197,478","201,096","204,562","208,464","212,682","214,466","219,366","221,862","225,643","226,907","229,831","231,807","237,517","246,505","258,962","264,214","271,079","273,548","274,858","275,955","276,926","282,757","288,015","295,986","301,230","315,225","359,127","467,214","489,573",,
"May 19, 2016",n,randyRainbowInterviewsDonaldTrump.txt,youtube,2:32,8Dw3DXBeKIM,.mkv,https://www.youtube.com/watch?v=8Dw3DXBeKIM,"226,823","224,716","""Randy Rainbow Interviews Donald Trump""","166,204","167,043","168,754","169,530","169,924","171,545","172,263","173,772","174,152","174,667","176,876","177,390","180,167","181,358","182,744","183,879","186,024","186,901","188,405","189,620","190,828","191,016","191,983","192,845","195,707","198,248","201,672","203,362","205,354","206,388","206,941","207,296","207,608","208,411","209,729","213,220","215,146","217,491","218,926","221,404","223,955",,
"May 5, 2016",y,tedCruzGOPdropout.txt,youtube,3:34,vdB9nTe4ldE,.mkv,https://www.youtube.com/watch?v=vdB9nTe4ldE,"146,980","145,051","""TED CRUZ GOP DROPOUT""","71,113","71,482","72,433","73,142","73,419","74,309","74,524","75,118","75,363","76,014","77,924","83,341","88,691","91,263","95,037","97,583","101,567","105,202","108,662","110,853","113,476","113,892","114,960","115,806","118,763","121,804","125,980","127,848","130,514","131,432","131,850","132,220","132,469","133,095","134,200","136,579","137,951","139,975","140,738","142,601","144,466",,
"May 5, 2016",y,johnKasichGOPdropout.txt,youtube,3:18,0-XDpLkLNRk,.mkv,https://www.youtube.com/watch?v=0-XDpLkLNRk,"52,214","51,252","""JOHN KASICH GOP DROPOUT""","28,523","28,755","29,328","29,737","29,877","30,324","30,456","30,793","30,950","31,232","32,116","32,343","33,670","34,218","34,793","35,287","36,055","36,392","36,992","37,482","37,973","38,055","38,446","38,834","39,900","41,101","42,776","43,564","44,712","45,148","45,354","45,510","45,656","45,988","46,484","47,443","48,023","48,952","49,320","50,128","50,954",,
"Apr 29, 2016",y,carlyFiorinaDuet.txt,youtube,2:43,rsWEd-phvyw,.webm,https://www.youtube.com/watch?v=rsWEd-phvyw,"73,362","72,520","""RANDY RAINBOW & CARLY FIORINA DUET: Just in Love (with TED CRUZ)""","47,820","48,023","48,458","48,738","48,844","49,374","49,537","49,927","50,042","50,332","51,234","51,377","52,619","53,371","54,062","54,471","55,212","55,583","56,280","56,793","57,394","57,492","57,887","58,253","59,488","61,069","63,377","64,145","65,580","66,031","66,242","66,387","66,552","66,863","67,372","68,408","69,065","70,050","70,535","71,337","72,246",,
"Apr 24, 2016",n,randyRainbowInterviewsBarbaraStreisand.txt,youtube,3:47,vRvsNj1tGQs,.mkv,https://www.youtube.com/watch?v=vRvsNj1tGQs,"254,503","247,478","""Randy Rainbow Interviews Barbra Streisand""","81,567","83,448","87,408","89,067","90,078","93,282","94,521","96,626","97,205","98,301","102,640","103,489","108,878","113,225","115,545","117,364","119,898","120,902","123,425","125,507","129,491","129,981","131,361","132,363","135,923","140,465","161,329","163,773","166,823","168,212","168,859","169,340","170,244","173,742","198,866","217,786","223,907","230,243","233,547","240,279","245,893",,
"Mar 16, 2016",y,marcoRubioGOPdropout.txt,youtube,3:21,KmGuIssaeEg,.mkv,https://www.youtube.com/watch?v=KmGuIssaeEg,"96,070","94,896","""Marco Rubio: GOP DROPOUT""","64,575","64,911","65,687","66,282","66,494","67,051","67,221","67,693","67,936","68,392","70,110","70,462","72,711","73,523","74,293","74,983","75,873","76,265","77,000","77,574","78,167","78,262","78,683","79,181","80,456","81,735","83,856","84,831","86,597","87,132","87,360","87,569","87,752","88,143","88,778","90,118","90,939","92,096","92,566","93,472","94,536",,
"Mar 4, 2016",y,benCarsonGOPdropout.txt,youtube,3:16,KMQgdOLylXo,.mkv,https://www.youtube.com/watch?v=KMQgdOLylXo,"152,653","151,383","""Ben Carson: GOP DROPOUT""","41,367","41,723","42,516","43,096","43,317","44,266","44,592","45,401","45,774","46,562","49,636","50,647","57,923","60,611","63,200","64,823","67,423","69,060","71,052","72,323","73,893","74,135","75,237","77,223","81,312","86,966","115,824","118,734","123,382","125,072","125,929","127,535","128,444","129,676","131,319","137,727","140,498","144,558","146,003","148,977","150,922",,
"Feb 22, 2016",y,jobBushGOPdropout.txt,youtube,3:17,7BntyhRqBAA,.mkv,https://www.youtube.com/watch?v=7BntyhRqBAA,"98,919","97,966","""Jeb Bush GOP DROPOUT""","51,194","51,511","52,242","52,772","52,938","53,387","53,531","53,982","54,235","54,648","55,914","56,234","58,199","59,514","61,559","62,833","65,042","66,892","68,714","69,814","71,242","71,504","72,610","74,331","77,828","79,736","81,766","82,630","83,933","85,002","85,234","85,389","85,522","85,856","86,321","87,361","89,512","92,774","93,758","95,994","97,560",,
"Feb 12, 2016",y,carlyFiorinaGOPdropout.txt,youtube,3:12,jmssam01R2M,.mkv,https://www.youtube.com/watch?v=jmssam01R2M,"206,575","200,228","""Carly Fiorina GOP DROPOUT""","77,885","79,462","82,983","84,673","85,379","88,422","89,382","91,674","92,376","93,368","96,792","97,944","105,380","108,147","110,637","112,303","115,028","116,938","119,328","120,848","122,877","123,206","124,554","126,855","131,876","137,253","150,478","154,992","164,244","166,696","167,987","169,992","170,930","172,273","174,467","183,644","187,027","191,671","193,165","196,418","199,112",,
"Jan 18, 2016",y,none,none,2:19,jDxSg1fSrws,.mkv,https://www.youtube.com/watch?v=jDxSg1fSrws,"467,888","410,946","""Randy Rainbow Performs at a Donald Trump Rally""","147,033","149,309","153,051","154,932","155,879","159,508","160,877","164,657","165,636","167,522","178,456","179,912","194,548","198,445","201,420","203,185","206,376","207,576","210,507","213,124","216,722","217,100","218,994","220,533","225,229","239,173","264,063","269,815","275,775","279,326","280,736","281,503","282,411","284,619","289,220","299,192","318,811","357,377","366,992","387,574","403,054",,
"Dec 24, 2015",n,merryJewishChristmas.txt,youtube,1:31,TK4PRgXXm9U,.mkv,https://www.youtube.com/watch?v=TK4PRgXXm9U,"28,011","27,496","""Merry Jewish Christmas""","12,135","12,281","12,546","12,685","12,747","12,955","13,026","13,196","13,304","13,452","13,913","13,987","14,628","14,994","15,394","15,891","16,718","16,988","17,450","17,757","18,146","18,200","18,484","18,772","19,486","20,171","21,279","21,855","22,996","23,241","23,356","23,474","23,566","23,847","24,242","25,049","25,441","26,067","26,355","26,813","27,330",,
"Oct 21, 2015",n,trickOrTreatsKimDavis.txt,youtube,3:54,BgwRl_T1aP8,.mkv,https://www.youtube.com/watch?v=BgwRl_T1aP8,"85,220","83,977","""Randy Rainbow Trick-or-Treats Kim Davis""","42,254","42,576","43,427","43,854","43,999","44,629","44,818","45,267","45,484","46,050","48,012","48,545","51,297","52,596","54,068","55,032","56,200","56,662","57,965","58,808","59,814","59,961","60,517","61,099","62,639","64,795","69,047","70,780","72,232","72,793","73,010","73,182","73,356","73,799","74,729","76,771","78,080","79,858","80,485","82,016","83,592",,
