Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2018-07-16,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21
"Dec 13, 2010",n,melGibsonSpendsChristmas.txt,youtube,4:39,JLfxq7t2KX4,.mkv,https://www.youtube.com/watch?v=JLfxq7t2KX4,"12,554","""Mel Gibson Spends Christmas with Randy Rainbow""","11,583","11,655","11,765","11,841","11,877","12,047","12,100","12,225","12,333"
"Nov 18, 2010",n,kanyeWestKicksIt.txt,youtube,3:29,icVRIlkn0hk,.mkv,https://www.youtube.com/watch?v=icVRIlkn0hk,"9,135","""Kanye West Kicks It With Randy Rainbow""","8,586","8,637","8,732","8,778","8,810","8,916","8,958","9,036","9,062"
"Oct 25, 2010",n,randyRainbowStars.txt,youtube,4:34,YNOzRXKzEfk,.mkv,https://www.youtube.com/watch?v=YNOzRXKzEfk,"10,230","""Randy Rainbow Stars In a Show!""","9,581","9,637","9,725","9,782","9,817","9,946","9,996","10,065","10,116"
"Oct 3, 2010",n,rachelZoeHiresRandy.txt,youtube,4:55,h3qu6KgoORo,.mkv,https://www.youtube.com/watch?v=h3qu6KgoORo,"11,449","""Rachel Zoe Hires Randy Rainbow!""","11,046","11,080","11,141","11,189","11,207","11,288","11,320","11,377","11,403"
"Sep 13, 2010",n,randyRainbowGettingMarried.txt,youtube,5:57,3jkRjULDoFk,.webm,https://www.youtube.com/watch?v=3jkRjULDoFk,"32,149","""Randy Rainbow Getting Married?""","30,146","30,323","30,634","30,864","30,963","31,303","31,401","31,611","31,702"
"August 30, 2010",n,lindsayLohanGetsCallFromRandy.txt,youtube,4:18,b3bP3t4u8rg,.mkv,https://www.youtube.com/watch?v=b3bP3t4u8rg,"46,290","""Lindsay Lohan Gets a Call from Randy Rainbow""","45,427","45,522","45,668","45,756","45,811","45,985","46,038","46,162","46,199"
"August 19, 2010",n,drLauraGetsCallFromRandy.txt,youtube,3:04,h7TQRPqK6ig,.mkv,https://www.youtube.com/watch?v=h7TQRPqK6ig,"24,150","""Dr. Laura Gets a Call from Randy Rainbow""","22,833","22,927","23,143","23,263","23,345","23,626","23,717","23,921","23,995"
"August 1, 2010",n,chelseaClintonWedding.txt,youtube,3:23,m1ifaaeii3k,.mkv,https://www.youtube.com/watch?v=m1ifaaeii3k,"46,928","""Chelsea Clinton's Wedding: The Morning After""","45,815","45,895","46,083","46,369","46,400","46,539","46,589","46,696","46,731"
"May 27, 2010",n,none,none,1:24,EW3CCkdhTic,.mkv,https://www.youtube.com/watch?v=EW3CCkdhTic,"4,212","""American Idol Reaction""","4,051","4,063","4,092","4,102","4,113","4,139","4,155","4,181","4,190"
"May 23, 2010",n,oprahAudition.txt,youtube,5:41,oJEVnkNY6Sk,.webm,https://www.youtube.com/watch?v=oJEVnkNY6Sk,"18,841","""The Oprah Audition""","16,667","16,912","17,327","17,550","17,666","18,104","18,238","18,607","18,695"
"May 2, 2010",n,previouslyOn.txt,youtube,3:01,iOapmFuX6uc,.mkv,https://www.youtube.com/watch?v=iOapmFuX6uc,"4,389","""Previously On""","3,915","3,960","4,047","4,114","4,133","4,231","4,273","4,333","4,352"
"Jan 3, 2010",n,visionBoard.txt,youtube,7:05,vu_5dOXzmN8,.webm,https://www.youtube.com/watch?v=vu_5dOXzmN8,"11,155","""Randy Rainbow's Vision Board""","9,090","9,291","9,673","9,913","10,058","10,416","10,531","10,808","10,928"
"Nov 22, 2009",n,chadKimballInterview.txt,youtube,9:59,sCBzx1Nc2Rc,.mkv,https://www.youtube.com/watch?v=sCBzx1Nc2Rc,"6,263","""Chad Kimball of the Broadway Show Memphis Interviewed""","5,895","5,921","5,987","6,028","6,043","6,114","6,137","6,205","6,232"
"May 4, 2009",n,mirandaVoiceLessons.txt,youtube,7:14,GWko3MBcGHg,.mkv,https://www.youtube.com/watch?v=GWko3MBcGHg,"25,876","""Miranda Gives Voice Lessons to Randy Rainbow""","23,480","23,731","24,240","24,501","24,633","25,070","25,169","25,513","25,647"
