Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2019-02-19,2019-01-28,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21,2018-07-16,2018-08-21,2018-08-27,2018-09-24,2018-10-15,2018-11-05,2018-12-05,2019-01-14,,RemovedFromYoutube
"Jun 1, 2015",n,randyShiaGetReadyForBed.txt,youtube,1:03,jD-JqOXCrEo,.mkv,https://www.youtube.com/watch?v=jD-JqOXCrEo,"27,714","27,086","""Randy Rainbow And Shia LaBeouf Get Ready For Bed""","21,888","21,969","22,162","22,271","22,313","22,500","22,558","22,699","22,779","22,916","23,373","23,484","24,297","24,778","25,442","25,955","26,736",,
"Apr 23, 2015",n,interviewsRobertDowneyJr.txt,youtube,2:49,Rq0XX8AcDH0,.mkv,https://www.youtube.com/watch?v=Rq0XX8AcDH0,"41,951","40,999","""Randy Rainbow Interviews Robert Downey Jr.""","31,282","31,486","31,783","31,973","32,061","32,426","32,619","33,479","33,711","34,216","35,501","35,708","37,380","38,186","39,031","39,604","40,588",,
"Mar 29, 2015",y,aSongForIndiana.txt,youtube,2:13,cUA9m-g12ag,.webm,https://www.youtube.com/watch?v=cUA9m-g12ag,"190,254","188,352","""A Song for Indiana - Randy Rainbow""","160,979","161,459","162,647","163,258","163,518","164,615","164,924","165,684","166,010","166,935","170,439","171,916","179,047","181,686","184,227","185,737","187,431",,
"Dec 23, 2014",n,none,none,2:41,5bkjyHwSJYk,.mkv,https://www.youtube.com/watch?v=5bkjyHwSJYk,"37,004","36,091","""Merry Christmas from Randy Rainbow & Bill Cosby!""","21,813","22,376","23,478","23,967","24,177","25,019","25,467","26,579","26,851","27,070","28,223","28,498","30,605","31,931","32,808","33,589","35,591",,
"May 20, 2014",n,donaldSterlingTalksToRandyRainbow.txt,youtube,3:00,NcMWEgmI84M,.mp4,https://www.youtube.com/watch?v=NcMWEgmI84M,"13,637","13,298","""Donald Sterling Talks to Randy Rainbow""","9,284","9,381","9,607","9,745","9,818","10,172","10,274","10,540","10,619","10,747","11,189","11,259","11,786","12,059","12,417","12,695","13,109",,
"Mar 6, 2014",y,adeleDazeem.txt,youtube,3:26,6SgGxP5TqSE,.mp4,https://www.youtube.com/watch?v=6SgGxP5TqSE,"107,209","105,659","""ADELE DAZEEM""","84,456","85,693","88,361","89,406","89,728","90,771","91,125","92,013","92,249","92,853","95,592","96,043","98,504","100,017","101,783","102,915","104,628",,
"Dec 25, 2013",n,aJewForChristmas.txt,youtube,3:18,wsZyELYDzO0,.mkv,https://www.youtube.com/watch?v=wsZyELYDzO0,"78,811","77,089","""Randy Rainbow: A Jew for Christmas""","55,478","56,200","57,449","58,063","58,236","58,882","59,081","59,488","59,671","60,327","62,868","64,032","68,695","70,629","72,351","73,492","76,426",,
"Aug 30, 2013",n,behindTheTiara.txt,youtube,5:50,sYTzq70TsFo,.mkv,https://www.youtube.com/watch?v=sYTzq70TsFo,"16,355","15,871","""Behind the Tiara - Randy Rainbow and Ivy Profen""","7,529","7,777","8,358","8,568","8,659","9,384","9,668","10,133","10,278","10,615","12,274","12,486","13,799","14,283","14,742","15,101","15,653",,
"Aug 1, 2013",n,anthonyWeinerDatingRandy.txt,youtube,4:02,3BBiN98XVvE,.webm,https://www.youtube.com/watch?v=3BBiN98XVvE,"80,671","78,060","""Anthony Weiner is Dating Randy Rainbow""","52,405","52,846","53,966","54,497","54,690","55,390","55,607","56,129","56,404","57,100","59,918","61,623","68,681","71,537","73,435","74,763","76,916",,
"Jan 26, 2013",n,newRandyRainbowShow.txt,youtube,1:28,J_JkjjdgaWA,.mkv,https://www.youtube.com/watch?v=J_JkjjdgaWA,"5,311","5,180","""NEW RANDY RAINBOW SHOW!""","4,003","4,044","4,129","4,184","4,212","4,304","4,324","4,370","4,386","4,422","4,543","4,572","4,715","4,792","4,878","4,965","5,105",,
"Dec 17, 2012",y,susanBoyleAwkwardDiva.txt,youtube,1:35,XcjBQrb202o,.webm,https://www.youtube.com/watch?v=XcjBQrb202o,"16,025","15,490","""Susan Boyle the Awkward Diva | Randy Rainbow""","8,560","8,812","9,376","9,646","9,803","10,316","10,538","11,044","11,148","11,357","12,102","12,259","13,242","13,680","14,140","14,467","15,219",,
"Nov 7, 2012",n,none,none,,2mGy0QiIwNw,.webm,https://www.youtube.com/watch?v=2mGy0QiIwNw,"44,352",0,"""Diane Sawyer Drunk Dials Randy Rainbow | Randy Rainbow""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Added late, on 01-30-19"
"Aug 1, 2012",n,randyRainbowWorksAtChickFilA.txt,youtube,3:40,jiZLFjbqDxQ,.webm,https://www.youtube.com/watch?v=jiZLFjbqDxQ,"450,210","445,170","""Randy Rainbow Works at Chick-fil-A""","384,517","386,406","390,863","392,629","393,361","396,593","397,793","400,803","401,921","404,008","411,083","412,889","422,229","429,778","433,587","436,870","442,044",,
"Jul 15, 2012",n,highSchoolMusical.txt,youtube,5:22,JO571wGDucE,.webm,https://www.youtube.com/watch?v=JO571wGDucE,"53,846","52,815","""High School Musical Starring Randy Rainbow""","36,805","37,503","38,712","39,332","39,656","40,680","41,006","41,822","42,103","42,973","45,398","45,832","48,170","49,286","50,355","51,092","52,439",,
"Jul 5, 2012",n,tomCruiseAndersonCooperSpeedDate.txt,youtube,5:27,G-R7qRPiHtE,.mp4,https://www.youtube.com/watch?v=G-R7qRPiHtE,"61,187","60,235","""Tom Cruise and Anderson Cooper Speed Date""","47,428","47,784","48,482","48,844","49,008","49,660","49,891","50,416","50,594","51,208","52,760","53,105","55,863","56,875","57,799","58,545","59,796",,
"May 13, 2012",n,johnTravoltaHarassesRandy.txt,youtube,4:18,jdMuwTRofR0,.webm,https://www.youtube.com/watch?v=jdMuwTRofR0,"47,573","46,397","""John Travolta Harasses Randy Rainbow""","33,455","33,768","34,341","34,698","34,861","35,393","35,554","35,970","36,115","36,460","37,714","38,276","41,478","42,755","43,895","44,698","45,918",,
"Mar 11, 2012",n,kirkCameronDatingRandy.txt,youtube,4:53,_la4rrc_53c,.mkv,https://www.youtube.com/watch?v=_la4rrc_53c,"64,811","63,762","""Kirk Cameron is Dating Randy Rainbow""","54,033","54,164","54,415","54,569","54,634","54,901","54,982","55,197","55,268","55,413","56,259","56,650","59,191","60,492","61,287","61,921","63,273",,
"Feb 13, 2012",n,mittRomneyKissMe.txt,youtube,4:30,Or2jsyGBxrg,.mkv,https://www.youtube.com/watch?v=Or2jsyGBxrg,"20,349","19,944","""Mitt Romney, Kiss Me!""","16,331","16,400","16,531","16,616","16,666","16,804","16,847","16,963","17,009","17,114","17,565","17,658","18,258","18,566","18,921","19,198","19,760",,
"Dec 25, 2011",y,rickPerryRandyRainbowXmas.txt,youtube,5:09,1DUYZQHeqjI,.mkv,https://www.youtube.com/watch?v=1DUYZQHeqjI,"38,932","38,293","""Rick Perry and Randy Rainbow: The XMas Album""","27,581","28,184","29,177","29,640","29,830","30,515","30,696","31,182","31,338","31,611","32,987","33,305","34,941","35,670","36,404","37,058","38,079",,
"Nov 13, 2011",n,rickPerryGetsDrunkPhoneCall.txt,youtube,4:43,ZQqDWuXT51w,.webm,https://www.youtube.com/watch?v=ZQqDWuXT51w,"22,899","22,588","""Rick Perry Gets a Drunk Phone Call from Randy Rainbow""","18,309","18,391","18,545","18,649","18,702","18,899","18,970","19,145","19,211","19,279","19,582","19,748","20,687","21,108","21,527","21,852","22,416",,
"Oct 30, 2011",n,beaArthurRandyHalloween.txt,youtube,4:08,8kzBfEw44M4,.mkv,https://www.youtube.com/watch?v=8kzBfEw44M4,"19,623","19,246","""Bea Arthur and Randy Rainbow's Halloween Special""","15,219","15,297","15,446","15,526","15,566","15,711","15,766","15,881","15,916","16,025","16,464","16,582","17,383","17,831","18,277","18,558","19,051",,
"Oct 17, 2011",n,theFundraiser.txt,youtube,5:26,YmHu2JRtRug,.mkv,https://www.youtube.com/watch?v=YmHu2JRtRug,"9,601","9,440","""The Fundraiser""","7,444","7,478","7,529","7,567","7,585","7,656","7,684","7,729","7,750","7,789","7,947","7,998","8,350","8,596","8,836","9,006","9,339",,
"Jul 24, 2011",n,marcusBachmannNotGettingMarried.txt,youtube,5:12,mNlTI-P6yTY,.mkv,https://www.youtube.com/watch?v=mNlTI-P6yTY,"19,230","19,015","""Marcus Bachmann Is Not Getting Married to Randy Rainbow""","16,042","16,113","16,213","16,289","16,325","16,458","16,503","16,614","16,653","16,706","16,918","16,991","17,694","18,038","18,296","18,518","18,897",,
"May 1, 2011",n,royalWedding.txt,youtube,4:52,XlJWmrK7Bu8,.webm,https://www.youtube.com/watch?v=XlJWmrK7Bu8,"64,846","63,530","""Royal Wedding: The Morning After""","39,350","40,088","41,692","42,455","42,795","43,935","44,366","46,335","46,846","48,108","52,648","53,629","57,989","59,337","60,549","61,383","63,002",,
"Apr 6, 2011",y,americanIdolWelcomesBack.txt,youtube,5:05,uUI3OGHfk9g,.mkv,https://www.youtube.com/watch?v=uUI3OGHfk9g,"37,403","36,698","""American Idol Welcomes Back Randy Rainbow""","23,396","24,011","25,168","25,665","25,951","26,821","27,103","27,836","27,997","28,456","31,549","31,975","33,952","34,643","35,322","35,741","36,460",,
"Feb 27, 2011",n,charlieSheenRandysNewBoyfriend.txt,youtube,4:42,iHBqXGLsQI0,.mkv,https://www.youtube.com/watch?v=iHBqXGLsQI0,"20,008","19,590","""Charlie Sheen Is Randy Rainbow's New Boyfriend""","15,752","15,837","15,990","16,085","16,147","16,337","16,395","16,525","16,569","16,687","17,059","17,137","17,747","18,142","18,497","18,828","19,394",,
"Feb 13, 2011",n,melGibsonRandySeekCounseling.txt,youtube,5:40,N__uN_l4Gsc,.mkv,https://www.youtube.com/watch?v=N__uN_l4Gsc,"60,967","60,030","""Mel Gibson and Randy Rainbow Seek Counseling""","46,245","46,702","47,380","47,742","47,925","48,587","48,818","49,218","49,404","49,773","51,200","51,769","54,955","56,424","57,490","58,229","59,576",,
"Jan 25, 2011",n,americanIdolAudition.txt,youtube,5:05,QHoh82ZwDjw,.webm,https://www.youtube.com/watch?v=QHoh82ZwDjw,"273,038","266,219","""American Idol Audition""","175,348","180,547","192,063","196,142","198,915","206,026","207,739","212,797","214,470","217,759","229,665","231,327","247,789","251,897","254,735","257,901","264,528",,
"Jan 9, 2011",n,spiderManCastSaved.txt,youtube,5:13,VChJ4SnyfdQ,.mkv,https://www.youtube.com/watch?v=VChJ4SnyfdQ,"11,539","11,336","""Spider-Man Cast Saved by Randy Rainbow""","9,068","9,117","9,190","9,238","9,259","9,342","9,375","9,425","9,450","9,522","9,777","9,859","10,317","10,546","10,940","10,940","11,233",,
"Dec 13, 2010",n,melGibsonSpendsChristmas.txt,youtube,4:39,JLfxq7t2KX4,.mkv,https://www.youtube.com/watch?v=JLfxq7t2KX4,"16,308","15,965","""Mel Gibson Spends Christmas with Randy Rainbow""","11,583","11,655","11,765","11,841","11,877","12,047","12,100","12,225","12,333","12,554","13,139","13,244","13,941","14,403","14,798","15,149","15,792",,
"Nov 18, 2010",n,kanyeWestKicksIt.txt,youtube,3:29,icVRIlkn0hk,.mkv,https://www.youtube.com/watch?v=icVRIlkn0hk,"11,778","11,566","""Kanye West Kicks It With Randy Rainbow""","8,586","8,637","8,732","8,778","8,810","8,916","8,958","9,036","9,062","9,135","9,380","9,465","10,046","10,364","10,716","10,928","11,404",,
"Oct 25, 2010",n,randyRainbowStars.txt,youtube,4:34,YNOzRXKzEfk,.mkv,https://www.youtube.com/watch?v=YNOzRXKzEfk,"13,490","13,159","""Randy Rainbow Stars In a Show!""","9,581","9,637","9,725","9,782","9,817","9,946","9,996","10,065","10,116","10,230","10,605","10,719","11,351","11,722","12,091","12,413","12,973",,
"Oct 3, 2010",n,rachelZoeHiresRandy.txt,youtube,4:55,h3qu6KgoORo,.mkv,https://www.youtube.com/watch?v=h3qu6KgoORo,"13,688","13,440","""Rachel Zoe Hires Randy Rainbow!""","11,046","11,080","11,141","11,189","11,207","11,288","11,320","11,377","11,403","11,449","11,652","11,710","12,073","12,360","12,630","12,841","13,296",,
"Sep 13, 2010",n,randyRainbowGettingMarried.txt,youtube,5:57,3jkRjULDoFk,.webm,https://www.youtube.com/watch?v=3jkRjULDoFk,"41,215","40,348","""Randy Rainbow Getting Married?""","30,146","30,323","30,634","30,864","30,963","31,303","31,401","31,611","31,702","32,149","33,116","33,574","36,237","37,258","38,073","38,717","39,979",,
"Aug 30, 2010",n,lindsayLohanGetsCallFromRandy.txt,youtube,4:18,b3bP3t4u8rg,.mkv,https://www.youtube.com/watch?v=b3bP3t4u8rg,"49,264","48,988","""Lindsay Lohan Gets a Call from Randy Rainbow""","45,427","45,522","45,668","45,756","45,811","45,985","46,038","46,162","46,199","46,290","46,753","46,854","47,477","47,825","48,160","48,387","48,813",,
"Aug 19, 2010",n,drLauraGetsCallFromRandy.txt,youtube,3:04,h7TQRPqK6ig,.mkv,https://www.youtube.com/watch?v=h7TQRPqK6ig,"28,599","28,053","""Dr. Laura Gets a Call from Randy Rainbow""","22,833","22,927","23,143","23,263","23,345","23,626","23,717","23,921","23,995","24,150","24,664","24,796","25,782","26,319","26,742","27,090","27,783",,
"Aug 1, 2010",n,chelseaClintonWedding.txt,youtube,3:23,m1ifaaeii3k,.mkv,https://www.youtube.com/watch?v=m1ifaaeii3k,"50,775","50,339","""Chelsea Clinton's Wedding: The Morning After""","45,815","45,895","46,083","46,369","46,400","46,539","46,589","46,696","46,731","46,928","47,483","47,602","48,465","48,973","49,355","49,642","50,167",,
"May 27, 2010",n,none,none,1:24,EW3CCkdhTic,.mkv,https://www.youtube.com/watch?v=EW3CCkdhTic,"4,859","4,765","""American Idol Reaction""","4,051","4,063","4,092","4,102","4,113","4,139","4,155","4,181","4,190","4,212","4,290","4,301","4,374","4,420","4,507","4,573","4,697",,
"May 23, 2010",n,oprahAudition.txt,youtube,5:41,oJEVnkNY6Sk,.webm,https://www.youtube.com/watch?v=oJEVnkNY6Sk,0,0,"""The Oprah Audition""","16,667","16,912","17,327","17,550","17,666","18,104","18,238","18,607","18,695","18,841","19,372","19,470","20,109","20,418","20,418",0,0,,"Marked as removed by User Nov 5, 2018"
"May 2, 2010",n,previouslyOn.txt,youtube,3:01,iOapmFuX6uc,.mkv,https://www.youtube.com/watch?v=iOapmFuX6uc,"5,769","5,594","""Previously On""","3,915","3,960","4,047","4,114","4,133","4,231","4,273","4,333","4,352","4,389","4,541","4,584","4,831","4,971","5,136","5,243","5,471",,
"Jan 3, 2010",n,visionBoard.txt,youtube,7:05,vu_5dOXzmN8,.webm,https://www.youtube.com/watch?v=vu_5dOXzmN8,"15,096","14,707","""Randy Rainbow's Vision Board""","9,090","9,291","9,673","9,913","10,058","10,416","10,531","10,808","10,928","11,155","11,829","11,932","12,725","13,114","13,556","13,919","14,512",,
"Nov 22, 2009",n,chadKimballInterview.txt,youtube,9:59,sCBzx1Nc2Rc,.mkv,https://www.youtube.com/watch?v=sCBzx1Nc2Rc,"7,180","7,060","""Chad Kimball of the Broadway Show Memphis Interviewed""","5,895","5,921","5,987","6,028","6,043","6,114","6,137","6,205","6,232","6,263","6,356","6,369","6,505","6,603","6,725","6,833","6,978",,
"May 4, 2009",n,mirandaVoiceLessons.txt,youtube,7:14,GWko3MBcGHg,.mkv,https://www.youtube.com/watch?v=GWko3MBcGHg,"30,044","29,541","""Miranda Gives Voice Lessons to Randy Rainbow""","23,480","23,731","24,240","24,501","24,633","25,070","25,169","25,513","25,647","25,876","26,622","26,766","27,581","27,959","28,388","28,734","29,320",,
