Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2020-01-20,2019-11-22,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21,2018-07-16,2018-08-21,2018-08-27,2018-09-24,2018-10-15,2018-11-05,2018-12-05,2019-01-14,2019-01-28,2019-02-19,2019-03-06,2019-03-28,2019-04-02,2019-04-29,2019-05-28,2019-07-22,2019-08-29,2019-10-17,,RemovedFromYoutube
"Dec 14, 2016",n,interviewsDonaldTrumpPart3.txt,youtube,4:10,5e3FuzTPFT0,.mkv,https://www.youtube.com/watch?v=5e3FuzTPFT0,"251,453","247,329","""Randy Rainbow Interviews Donald Trump: PART THREE""","164,050","165,317","167,871","169,071","169,674","172,118","173,114","175,351","175,947","176,785","185,386","187,453","197,335","200,971","204,237","207,628","212,331","213,831","216,915","220,157","222,785","223,235","224,935","226,723","231,162","235,623","242,879",,
"Nov 22, 2016",y,donaldTrumpGrowUp.txt,youtube,4:18,5Gxp6gzKvXk,.mkv,https://www.youtube.com/watch?v=5Gxp6gzKvXk,"460,800","452,445","""Donald Trump, Grow Up! - Randy Rainbow HAMILTON Song Parody""","246,664","248,609","256,726","260,226","261,507","266,428","267,871","270,830","272,100","275,470","289,406","295,601","324,068","333,492","340,776","346,797","360,166","363,443","377,942","382,988","388,694","390,018","393,907","398,623","412,236","428,713","443,586",,
"Nov 16, 2016",n,interviewsNewFirstFamily.txt,youtube,3:59,o5harjyjggI,.webm,https://www.youtube.com/watch?v=o5harjyjggI,"351,344","343,330","""Randy Rainbow Interviews the New First Family!""","205,302","209,292","216,402","220,183","222,948","230,398","232,315","236,940","238,106","240,959","249,627","251,288","261,258","266,148","270,064","272,712","277,796","279,964","285,223","288,480","292,238","292,663","294,631","296,358","302,086","309,558","337,081",,
"Nov 10, 2016",y,none,none,2:55,uc87elr2Ohs,.mkv,https://www.youtube.com/watch?v=uc87elr2Ohs,"117,906","115,739","""HILLARY WINS!?!? - RANDY RAINBOW'S AMERICAN DREAM (Musical)""","79,248","79,861","81,149","81,871","82,217","83,480","83,922","85,000","85,376","86,247","89,423","89,832","92,710","94,109","95,619","96,745","98,386","99,087","100,783","101,839","103,041","103,248","104,086","104,833","107,375","110,057","113,934",,
"Nov 6, 2016",y,none,none,2:51,G19s4OmvFw8,.mkv,https://www.youtube.com/watch?v=G19s4OmvFw8,"169,395","166,551","""TRUMP-PENCE, TRUMP-PENCE""","98,698","99,574","101,597","102,600","103,002","104,288","104,644","105,585","105,944","106,890","110,744","112,122","120,562","122,919","125,168","126,920","129,325","130,640","140,761","143,153","145,082","145,359","146,857","148,188","151,983","156,757","163,572",,
"Oct 24, 2016",y,nastyWoman.txt,youtube,3:38,WC7u_IKEWwA,.webm,https://www.youtube.com/watch?v=WC7u_IKEWwA,"406,473","399,023","""THE NASTY WOMAN""","261,625","262,960","266,289","267,953","268,583","270,949","271,720","273,658","274,387","276,491","284,813","287,381","297,179","301,256","305,129","308,742","319,560","322,445","329,621","333,341","340,003","341,388","344,768","348,657","359,616","372,372","390,690",,
"Oct 18, 2016",n,interviewsMelaniaTrump.txt,youtube,3:45,oYagr8TdBl0,.mkv,https://www.youtube.com/watch?v=oYagr8TdBl0,"1,162,708","1,149,114","""RANDY RAINBOW Interviews MELANIA TRUMP!""","754,213","766,797","790,214","797,357","799,870","808,197","811,011","818,085","820,623","832,073","881,203","892,357","953,253","971,788","983,645","992,068","1,010,211","1,016,057","1,025,784","1,031,379","1,040,262","1,041,475","1,046,071","1,051,324","1,067,477","1,098,042","1,129,678",,
"Oct 10, 2016",y,grabEmBy.txt,youtube,2:14,1jp-PK1TihE,.webm,https://www.youtube.com/watch?v=1jp-PK1TihE,"324,913","320,422","""GRAB 'EM BY THE P***Y! (Censored)""","220,307","221,346","223,763","224,970","225,398","227,313","227,966","229,717","230,301","231,915","237,330","239,476","250,220","253,568","256,522","258,670","262,372","263,919","277,464","280,699","283,615","284,031","286,077","288,007","294,242","303,825","315,477",,
"Oct 6, 2016",n,randyRainbowModerates2016VPdebate.txt,youtube,4:03,xGA5O49T_qE,.mkv,https://www.youtube.com/watch?v=xGA5O49T_qE,"118,475","117,186","""RANDY RAINBOW Moderates the 2016 VP DEBATE""","91,104","91,538","92,462","92,925","93,155","94,104","94,378","95,080","95,326","95,653","96,617","96,958","99,306","100,379","101,562","102,362","103,902","104,593","105,851","106,869","107,674","107,796","108,377","108,968","110,892","113,216","115,978",,
"Sep 28, 2016",y,braggadocious.txt,youtube,2:57,ldfF6chin5s,.mkv,https://www.youtube.com/watch?v=ldfF6chin5s,"1,140,125","1,130,797","""BRAGGADOCIOUS!: Randy Rainbow Moderates Debate #1""","927,568","935,816","942,104","944,969","946,285","951,855","953,934","959,023","960,988","966,791","980,909","989,804","1,012,060","1,019,556","1,026,630","1,032,203","1,041,932","1,045,705","1,052,401","1,056,161","1,060,720","1,061,394","1,064,687","1,069,039","1,084,445","1,103,541","1,122,729",,
"Sep 20, 2016",n,interviewsTrumpCampaign.txt,youtube,2:53,fkIDDl1u53g,.webm,https://www.youtube.com/watch?v=fkIDDl1u53g,"286,951","284,667","""RANDY RAINBOW Interviews Trump Campaign Manager KELLYANNE CONWAY""","240,786","241,824","244,357","245,546","246,225","248,831","249,977","252,490","253,048","253,727","255,628","256,302","259,632","260,890","262,080","263,018","265,031","265,946","267,863","269,088","270,380","270,594","271,500","272,412","275,606","278,678","282,640",,
"Sep 9, 2016",n,interviewsGaryJohnson.txt,youtube,2:18,iYSQH8SFHDY,.mkv,https://www.youtube.com/watch?v=iYSQH8SFHDY,"107,844","106,755","""Randy Rainbow Interviews Gary Johnson #WhatIsAleppo""","86,063","86,362","87,090","87,523","87,701","88,491","88,774","89,546","89,748","89,994","90,904","91,105","92,511","93,251","94,028","97,814","98,704","99,099","99,889","100,470","101,021","101,120","101,566","101,949","103,045","104,218","105,908",,
"Sep 3, 2016",n,interviewsLatinosForTump.txt,youtube,2:36,8CtrLnBxeNY,.webm,https://www.youtube.com/watch?v=8CtrLnBxeNY,"140,330","137,711","""RANDY RAINBOW Interviews LATINOS FOR TRUMP""","100,453","101,312","102,880","103,767","104,168","105,819","106,414","108,071","108,509","108,869","110,114","110,624","114,582","116,018","117,359","118,247","119,876","120,653","122,121","123,468","124,731","124,904","125,685","126,432","128,598","131,161","135,524",,
"Aug 19, 2016",n,interviewsTrumpsAttorney.txt,youtube,2:43,JjTqyNe0C1w,.mkv,https://www.youtube.com/watch?v=JjTqyNe0C1w,"188,878","185,895","""Randy Rainbow Interviews Donald Trump's Attorney #SaysWho""","92,667","93,591","95,775","96,970","97,547","105,972","115,259","131,448","132,844","134,704","139,968","141,240","146,058","148,095","150,080","151,460","154,334","155,619","159,438","162,763","165,217","165,520","166,858","168,708","172,465","176,851","183,161",,
"Aug 2, 2016",n,interviewsDonaldTrumpPart2.txt,youtube,2:37,q81Howk0Dto,.mkv,https://www.youtube.com/watch?v=q81Howk0Dto,"176,229","174,873","""Randy Rainbow Interviews DONALD TRUMP: Part II""","148,006","148,767","150,134","150,762","151,105","152,389","152,977","154,083","154,406","154,890","156,754","157,098","159,053","159,740","162,455","163,509","164,804","165,307","166,165","167,013","167,723","167,835","168,320","168,802","170,225","171,712","173,777",,
"Jul 28, 2016",n,interviewsHillaryClintonTimKaine.txt,youtube,3:11,u1XjA0X2uRU,.mkv,https://www.youtube.com/watch?v=u1XjA0X2uRU,"111,531","110,339","""Randy Rainbow Interviews HILLARY CLINTON & TIM KAINE""","82,555","83,038","84,009","84,453","84,645","85,668","86,123","87,115","87,378","87,870","89,483","89,754","91,975","92,753","93,735","97,592","99,580","100,110","101,215","102,197","102,979","103,105","103,681","104,169","105,661","107,292","109,308",,
"Jul 20, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,EufHfhnPKTU,,https://www.youtube.com/watch?v=EufHfhnPKTU,"500,643","493,200","""Ya Got TRUMP TROUBLE! - Randy Rainbow Song Parody""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"444,996","445,112","447,543","450,186","458,844","469,392","484,592",,"Original video, had been trackign pirate copy before"
"Jul 21, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,5_k1L7IHYx0,.mkv,https://www.youtube.com/watch?v=5_k1L7IHYx0,"29,635","29,486","""Ya Got Trump Trouble!"" pirated copy of original","8,475","10,886","15,358","17,607","18,714","22,779","24,124","26,861","27,669","27,849","27,963","27,986","28,092","28,172","28,227","28,264","28,342","28,446","28,533","28,629","28,794","28,820","28,950","29,072","29,198","29,273","29,395",,
"Jun 7, 2016",y,sorryYoureNotHamilton.txt,youtube,3:27,S10DtYaIg0g,.webm,https://www.youtube.com/watch?v=S10DtYaIg0g,"271,079","264,214","""SORRY, YOU'RE NOT HAMILTON""","148,232","151,610","157,648","160,611","163,546","172,901","174,801","178,670","179,970","181,939","188,915","190,223","197,478","201,096","204,562","208,464","212,682","214,466","219,366","221,862","225,643","226,907","229,831","231,807","237,517","246,505","258,962",,
"May 19, 2016",n,randyRainbowInterviewsDonaldTrump.txt,youtube,2:32,8Dw3DXBeKIM,.mkv,https://www.youtube.com/watch?v=8Dw3DXBeKIM,"205,354","203,362","""Randy Rainbow Interviews Donald Trump""","166,204","167,043","168,754","169,530","169,924","171,545","172,263","173,772","174,152","174,667","176,876","177,390","180,167","181,358","182,744","183,879","186,024","186,901","188,405","189,620","190,828","191,016","191,983","192,845","195,707","198,248","201,672",,
"May 5, 2016",y,tedCruzGOPdropout.txt,youtube,3:34,vdB9nTe4ldE,.mkv,https://www.youtube.com/watch?v=vdB9nTe4ldE,"130,514","127,848","""TED CRUZ GOP DROPOUT""","71,113","71,482","72,433","73,142","73,419","74,309","74,524","75,118","75,363","76,014","77,924","83,341","88,691","91,263","95,037","97,583","101,567","105,202","108,662","110,853","113,476","113,892","114,960","115,806","118,763","121,804","125,980",,
"May 5, 2016",y,johnKasichGOPdropout.txt,youtube,3:18,0-XDpLkLNRk,.mkv,https://www.youtube.com/watch?v=0-XDpLkLNRk,"44,712","43,564","""JOHN KASICH GOP DROPOUT""","28,523","28,755","29,328","29,737","29,877","30,324","30,456","30,793","30,950","31,232","32,116","32,343","33,670","34,218","34,793","35,287","36,055","36,392","36,992","37,482","37,973","38,055","38,446","38,834","39,900","41,101","42,776",,
"Apr 29, 2016",y,carlyFiorinaDuet.txt,youtube,2:43,rsWEd-phvyw,.webm,https://www.youtube.com/watch?v=rsWEd-phvyw,"65,580","64,145","""RANDY RAINBOW & CARLY FIORINA DUET: Just in Love (with TED CRUZ)""","47,820","48,023","48,458","48,738","48,844","49,374","49,537","49,927","50,042","50,332","51,234","51,377","52,619","53,371","54,062","54,471","55,212","55,583","56,280","56,793","57,394","57,492","57,887","58,253","59,488","61,069","63,377",,
"Apr 24, 2016",n,randyRainbowInterviewsBarbaraStreisand.txt,youtube,3:47,vRvsNj1tGQs,.mkv,https://www.youtube.com/watch?v=vRvsNj1tGQs,"166,823","163,773","""Randy Rainbow Interviews Barbra Streisand""","81,567","83,448","87,408","89,067","90,078","93,282","94,521","96,626","97,205","98,301","102,640","103,489","108,878","113,225","115,545","117,364","119,898","120,902","123,425","125,507","129,491","129,981","131,361","132,363","135,923","140,465","161,329",,
"Mar 16, 2016",y,marcoRubioGOPdropout.txt,youtube,3:21,KmGuIssaeEg,.mkv,https://www.youtube.com/watch?v=KmGuIssaeEg,"86,597","84,831","""Marco Rubio: GOP DROPOUT""","64,575","64,911","65,687","66,282","66,494","67,051","67,221","67,693","67,936","68,392","70,110","70,462","72,711","73,523","74,293","74,983","75,873","76,265","77,000","77,574","78,167","78,262","78,683","79,181","80,456","81,735","83,856",,
"Mar 4, 2016",y,benCarsonGOPdropout.txt,youtube,3:16,KMQgdOLylXo,.mkv,https://www.youtube.com/watch?v=KMQgdOLylXo,"123,382","118,734","""Ben Carson: GOP DROPOUT""","41,367","41,723","42,516","43,096","43,317","44,266","44,592","45,401","45,774","46,562","49,636","50,647","57,923","60,611","63,200","64,823","67,423","69,060","71,052","72,323","73,893","74,135","75,237","77,223","81,312","86,966","115,824",,
"Feb 22, 2016",y,jobBushGOPdropout.txt,youtube,3:17,7BntyhRqBAA,.mkv,https://www.youtube.com/watch?v=7BntyhRqBAA,"83,933","82,630","""Jeb Bush GOP DROPOUT""","51,194","51,511","52,242","52,772","52,938","53,387","53,531","53,982","54,235","54,648","55,914","56,234","58,199","59,514","61,559","62,833","65,042","66,892","68,714","69,814","71,242","71,504","72,610","74,331","77,828","79,736","81,766",,
"Feb 12, 2016",y,carlyFiorinaGOPdropout.txt,youtube,3:12,jmssam01R2M,.mkv,https://www.youtube.com/watch?v=jmssam01R2M,"164,244","154,992","""Carly Fiorina GOP DROPOUT""","77,885","79,462","82,983","84,673","85,379","88,422","89,382","91,674","92,376","93,368","96,792","97,944","105,380","108,147","110,637","112,303","115,028","116,938","119,328","120,848","122,877","123,206","124,554","126,855","131,876","137,253","150,478",,
"Jan 18, 2016",y,none,none,2:19,jDxSg1fSrws,.mkv,https://www.youtube.com/watch?v=jDxSg1fSrws,"275,775","269,815","""Randy Rainbow Performs at a Donald Trump Rally""","147,033","149,309","153,051","154,932","155,879","159,508","160,877","164,657","165,636","167,522","178,456","179,912","194,548","198,445","201,420","203,185","206,376","207,576","210,507","213,124","216,722","217,100","218,994","220,533","225,229","239,173","264,063",,
"Dec 24, 2015",n,merryJewishChristmas.txt,youtube,1:31,TK4PRgXXm9U,.mkv,https://www.youtube.com/watch?v=TK4PRgXXm9U,"22,996","21,855","""Merry Jewish Christmas""","12,135","12,281","12,546","12,685","12,747","12,955","13,026","13,196","13,304","13,452","13,913","13,987","14,628","14,994","15,394","15,891","16,718","16,988","17,450","17,757","18,146","18,200","18,484","18,772","19,486","20,171","21,279",,
"Oct 21, 2015",n,trickOrTreatsKimDavis.txt,youtube,3:54,BgwRl_T1aP8,.mkv,https://www.youtube.com/watch?v=BgwRl_T1aP8,"72,232","70,780","""Randy Rainbow Trick-or-Treats Kim Davis""","42,254","42,576","43,427","43,854","43,999","44,629","44,818","45,267","45,484","46,050","48,012","48,545","51,297","52,596","54,068","55,032","56,200","56,662","57,965","58,808","59,814","59,961","60,517","61,099","62,639","64,795","69,047",,
"Sep 7, 2015",y,kimDavisCellBlockTango.txt,youtube,3:31,14C3TZg6NQM,.mkv,https://www.youtube.com/watch?v=14C3TZg6NQM,"603,852","597,998","""The KIM DAVIS Cell Block Tango - Randy Rainbow""","473,455","475,325","480,516","482,949","483,774","487,139","488,188","491,275","492,404","495,597","504,461","507,197","519,524","524,157","529,041","535,304","541,335","543,850","553,290","556,493","559,771","560,267","562,339","564,493","570,567","579,975","592,927",,
"Jun 1, 2015",n,randyShiaGetReadyForBed.txt,youtube,1:03,jD-JqOXCrEo,.mkv,https://www.youtube.com/watch?v=jD-JqOXCrEo,"35,014","34,160","""Randy Rainbow And Shia LaBeouf Get Ready For Bed""","21,888","21,969","22,162","22,271","22,313","22,500","22,558","22,699","22,779","22,916","23,373","23,484","24,297","24,778","25,442","25,955","26,736","27,086","27,714","28,232","28,763","28,863","29,270","29,691","30,739","31,885","33,445",,
"Apr 23, 2015",n,interviewsRobertDowneyJr.txt,youtube,2:49,Rq0XX8AcDH0,.mkv,https://www.youtube.com/watch?v=Rq0XX8AcDH0,"53,207","51,911","""Randy Rainbow Interviews Robert Downey Jr.""","31,282","31,486","31,783","31,973","32,061","32,426","32,619","33,479","33,711","34,216","35,501","35,708","37,380","38,186","39,031","39,604","40,588","40,999","41,951","42,694","43,595","43,733","44,296","44,779","45,982","47,553","50,758",,
"Mar 29, 2015",y,aSongForIndiana.txt,youtube,2:13,cUA9m-g12ag,.webm,https://www.youtube.com/watch?v=cUA9m-g12ag,"221,534","218,109","""A Song for Indiana - Randy Rainbow""","160,979","161,459","162,647","163,258","163,518","164,615","164,924","165,684","166,010","166,935","170,439","171,916","179,047","181,686","184,227","185,737","187,431","188,352","190,254","191,853","193,092","193,281","194,338","195,471","199,647","206,010","214,106",,
"Dec 23, 2014",n,none,none,2:41,5bkjyHwSJYk,.mkv,https://www.youtube.com/watch?v=5bkjyHwSJYk,"51,228","47,656","""Merry Christmas from Randy Rainbow & Bill Cosby!""","21,813","22,376","23,478","23,967","24,177","25,019","25,467","26,579","26,851","27,070","28,223","28,498","30,605","31,931","32,808","33,589","35,591","36,091","37,004","37,682","38,570","38,688","39,211","39,691","41,023","42,875","46,131",,
"May 20, 2014",n,donaldSterlingTalksToRandyRainbow.txt,youtube,3:00,NcMWEgmI84M,.mp4,https://www.youtube.com/watch?v=NcMWEgmI84M,"17,727","17,262","""Donald Sterling Talks to Randy Rainbow""","9,284","9,381","9,607","9,745","9,818","10,172","10,274","10,540","10,619","10,747","11,189","11,259","11,786","12,059","12,417","12,695","13,109","13,298","13,637","13,939","14,244","14,290","14,520","14,732","15,279","15,902","16,875",,
"Mar 6, 2014",y,adeleDazeem.txt,youtube,3:26,6SgGxP5TqSE,.mp4,https://www.youtube.com/watch?v=6SgGxP5TqSE,"122,414","120,990","""ADELE DAZEEM""","84,456","85,693","88,361","89,406","89,728","90,771","91,125","92,013","92,249","92,853","95,592","96,043","98,504","100,017","101,783","102,915","104,628","105,659","107,209","108,162","109,380","109,589","110,686","112,793","116,352","118,115","120,054",,
"Dec 25, 2013",n,aJewForChristmas.txt,youtube,3:18,wsZyELYDzO0,.mkv,https://www.youtube.com/watch?v=wsZyELYDzO0,"103,816","98,906","""Randy Rainbow: A Jew for Christmas""","55,478","56,200","57,449","58,063","58,236","58,882","59,081","59,488","59,671","60,327","62,868","64,032","68,695","70,629","72,351","73,492","76,426","77,089","78,811","79,923","81,356","81,574","82,453","83,309","86,069","90,400","95,901",,
"Aug 30, 2013",n,behindTheTiara.txt,youtube,5:50,sYTzq70TsFo,.mkv,https://www.youtube.com/watch?v=sYTzq70TsFo,"23,705","22,402","""Behind the Tiara - Randy Rainbow and Ivy Profen""","7,529","7,777","8,358","8,568","8,659","9,384","9,668","10,133","10,278","10,615","12,274","12,486","13,799","14,283","14,742","15,101","15,653","15,871","16,355","16,733","17,368","17,448","17,747","17,994","18,829","19,895","21,805",,
"Aug 1, 2013",n,anthonyWeinerDatingRandy.txt,youtube,4:02,3BBiN98XVvE,.webm,https://www.youtube.com/watch?v=3BBiN98XVvE,"121,499","119,131","""Anthony Weiner is Dating Randy Rainbow""","52,405","52,846","53,966","54,497","54,690","55,390","55,607","56,129","56,404","57,100","59,918","61,623","68,681","71,537","73,435","74,763","76,916","78,060","80,671","82,138","84,021","84,290","85,206","86,223","91,168","96,021","116,712",,
"Jan 26, 2013",n,newRandyRainbowShow.txt,youtube,1:28,J_JkjjdgaWA,.mkv,https://www.youtube.com/watch?v=J_JkjjdgaWA,"6,363","6,235","""NEW RANDY RAINBOW SHOW!""","4,003","4,044","4,129","4,184","4,212","4,304","4,324","4,370","4,386","4,422","4,543","4,572","4,715","4,792","4,878","4,965","5,105","5,180","5,311","5,397","5,469","5,481","5,541","5,603","5,727","5,875","6,113",,
"Nov 7, 2012",n,none,none,,2mGy0QiIwNw,.webm,https://www.youtube.com/watch?v=2mGy0QiIwNw,"51,435","50,775","""Diane Sawyer Drunk Dials Randy Rainbow | Randy Rainbow""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,352","44,746","45,279","45,354","45,677","45,957","46,883","48,039","50,151",,"Added late, on 01-30-19"
"Aug 1, 2012",n,randyRainbowWorksAtChickFilA.txt,youtube,3:40,jiZLFjbqDxQ,.webm,https://www.youtube.com/watch?v=jiZLFjbqDxQ,"551,818","547,025","""Randy Rainbow Works at Chick-fil-A""","384,517","386,406","390,863","392,629","393,361","396,593","397,793","400,803","401,921","404,008","411,083","412,889","422,229","429,778","433,587","436,870","442,044","445,170","450,210","452,931","458,175","458,829","460,657","462,851","472,070","481,205","541,993",,
"Jul 15, 2012",n,highSchoolMusical.txt,youtube,5:22,JO571wGDucE,.webm,https://www.youtube.com/watch?v=JO571wGDucE,"70,606","68,286","""High School Musical Starring Randy Rainbow""","36,805","37,503","38,712","39,332","39,656","40,680","41,006","41,822","42,103","42,973","45,398","45,832","48,170","49,286","50,355","51,092","52,439","52,815","53,846","54,849","56,515","56,709","57,324","57,864","59,593","62,141","66,555",,
"Jul 5, 2012",n,tomCruiseAndersonCooperSpeedDate.txt,youtube,5:27,G-R7qRPiHtE,.mp4,https://www.youtube.com/watch?v=G-R7qRPiHtE,"77,325","75,406","""Tom Cruise and Anderson Cooper Speed Date""","47,428","47,784","48,482","48,844","49,008","49,660","49,891","50,416","50,594","51,208","52,760","53,105","55,863","56,875","57,799","58,545","59,796","60,235","61,187","62,037","63,491","63,663","64,327","64,857","66,544","68,707","73,752",,
"May 13, 2012",n,johnTravoltaHarassesRandy.txt,youtube,4:18,jdMuwTRofR0,.webm,https://www.youtube.com/watch?v=jdMuwTRofR0,"71,614","69,468","""John Travolta Harasses Randy Rainbow""","33,455","33,768","34,341","34,698","34,861","35,393","35,554","35,970","36,115","36,460","37,714","38,276","41,478","42,755","43,895","44,698","45,918","46,397","47,573","48,760","50,543","50,779","51,549","52,405","54,877","58,310","67,625",,
"Mar 11, 2012",n,kirkCameronDatingRandy.txt,youtube,4:53,_la4rrc_53c,.mkv,https://www.youtube.com/watch?v=_la4rrc_53c,"80,841","79,316","""Kirk Cameron is Dating Randy Rainbow""","54,033","54,164","54,415","54,569","54,634","54,901","54,982","55,197","55,268","55,413","56,259","56,650","59,191","60,492","61,287","61,921","63,273","63,762","64,811","65,836","67,754","67,932","68,744","69,324","70,699","73,464","77,908",,
"Feb 13, 2012",n,mittRomneyKissMe.txt,youtube,4:30,Or2jsyGBxrg,.mkv,https://www.youtube.com/watch?v=Or2jsyGBxrg,"25,950","25,363","""Mitt Romney, Kiss Me!""","16,331","16,400","16,531","16,616","16,666","16,804","16,847","16,963","17,009","17,114","17,565","17,658","18,258","18,566","18,921","19,198","19,760","19,944","20,349","20,582","21,007","21,091","21,373","21,590","22,210","23,149","24,815",,
"Dec 25, 2011",y,rickPerryRandyRainbowXmas.txt,youtube,5:09,1DUYZQHeqjI,.mkv,https://www.youtube.com/watch?v=1DUYZQHeqjI,"88,972","50,598","""Rick Perry and Randy Rainbow: The XMas Album""","27,581","28,184","29,177","29,640","29,830","30,515","30,696","31,182","31,338","31,611","32,987","33,305","34,941","35,670","36,404","37,058","38,079","38,293","38,932","39,375","40,167","40,347","40,879","41,264","42,674","44,728","48,104",,
"Nov 13, 2011",n,rickPerryGetsDrunkPhoneCall.txt,youtube,4:43,ZQqDWuXT51w,.webm,https://www.youtube.com/watch?v=ZQqDWuXT51w,"30,269","29,373","""Rick Perry Gets a Drunk Phone Call from Randy Rainbow""","18,309","18,391","18,545","18,649","18,702","18,899","18,970","19,145","19,211","19,279","19,582","19,748","20,687","21,108","21,527","21,852","22,416","22,588","22,899","23,172","23,726","23,798","24,087","24,371","25,185","26,341","28,637",,
"Oct 30, 2011",n,beaArthurRandyHalloween.txt,youtube,4:08,8kzBfEw44M4,.mkv,https://www.youtube.com/watch?v=8kzBfEw44M4,"25,416","24,443","""Bea Arthur and Randy Rainbow's Halloween Special""","15,219","15,297","15,446","15,526","15,566","15,711","15,766","15,881","15,916","16,025","16,464","16,582","17,383","17,831","18,277","18,558","19,051","19,246","19,623","19,950","20,362","20,443","20,735","21,016","21,607","22,298","23,833",,
"Oct 17, 2011",n,theFundraiser.txt,youtube,5:26,YmHu2JRtRug,.mkv,https://www.youtube.com/watch?v=YmHu2JRtRug,"12,545","12,254","""The Fundraiser""","7,444","7,478","7,529","7,567","7,585","7,656","7,684","7,729","7,750","7,789","7,947","7,998","8,350","8,596","8,836","9,006","9,339","9,440","9,601","9,737","9,882","9,911","10,042","10,156","10,518","10,974","11,929",,
"Jul 24, 2011",n,marcusBachmannNotGettingMarried.txt,youtube,5:12,mNlTI-P6yTY,.mkv,https://www.youtube.com/watch?v=mNlTI-P6yTY,"22,726","22,352","""Marcus Bachmann Is Not Getting Married to Randy Rainbow""","16,042","16,113","16,213","16,289","16,325","16,458","16,503","16,614","16,653","16,706","16,918","16,991","17,694","18,038","18,296","18,518","18,897","19,015","19,230","19,373","19,573","19,605","19,782","19,899","20,269","21,028","22,012",,
"May 1, 2011",n,royalWedding.txt,youtube,4:52,XlJWmrK7Bu8,.webm,https://www.youtube.com/watch?v=XlJWmrK7Bu8,"83,171","80,911","""Royal Wedding: The Morning After""","39,350","40,088","41,692","42,455","42,795","43,935","44,366","46,335","46,846","48,108","52,648","53,629","57,989","59,337","60,549","61,383","63,002","63,530","64,846","66,230","68,283","68,482","69,183","69,930","72,134","74,840","79,277",,
"Apr 6, 2011",y,americanIdolWelcomesBack.txt,youtube,5:05,uUI3OGHfk9g,.mkv,https://www.youtube.com/watch?v=uUI3OGHfk9g,"43,813","43,156","""American Idol Welcomes Back Randy Rainbow""","23,396","24,011","25,168","25,665","25,951","26,821","27,103","27,836","27,997","28,456","31,549","31,975","33,952","34,643","35,322","35,741","36,460","36,698","37,403","37,848","38,505","38,604","38,977","39,295","40,049","41,120","42,542",,
"Feb 27, 2011",n,charlieSheenRandysNewBoyfriend.txt,youtube,4:42,iHBqXGLsQI0,.mkv,https://www.youtube.com/watch?v=iHBqXGLsQI0,"27,278","26,506","""Charlie Sheen Is Randy Rainbow's New Boyfriend""","15,752","15,837","15,990","16,085","16,147","16,337","16,395","16,525","16,569","16,687","17,059","17,137","17,747","18,142","18,497","18,828","19,394","19,590","20,008","20,302","20,854","20,933","21,200","21,483","22,450","23,496","25,863",,
"Feb 13, 2011",n,melGibsonRandySeekCounseling.txt,youtube,5:40,N__uN_l4Gsc,.mkv,https://www.youtube.com/watch?v=N__uN_l4Gsc,"84,215","82,143","""Mel Gibson and Randy Rainbow Seek Counseling""","46,245","46,702","47,380","47,742","47,925","48,587","48,818","49,218","49,404","49,773","51,200","51,769","54,955","56,424","57,490","58,229","59,576","60,030","60,967","61,848","63,209","63,378","64,072","64,626","66,735","69,399","80,833",,
"Jan 25, 2011",n,americanIdolAudition.txt,youtube,5:05,QHoh82ZwDjw,.webm,https://www.youtube.com/watch?v=QHoh82ZwDjw,"463,483","456,173","""American Idol Audition""","175,348","180,547","192,063","196,142","198,915","206,026","207,739","212,797","214,470","217,759","229,665","231,327","247,789","251,897","254,735","257,901","264,528","266,219","273,038","283,636","318,588","321,610","325,688","327,734","336,439","386,578","437,570",,
"Jan 9, 2011",n,spiderManCastSaved.txt,youtube,5:13,VChJ4SnyfdQ,.mkv,https://www.youtube.com/watch?v=VChJ4SnyfdQ,"14,306","13,996","""Spider-Man Cast Saved by Randy Rainbow""","9,068","9,117","9,190","9,238","9,259","9,342","9,375","9,425","9,450","9,522","9,777","9,859","10,317","10,546","10,940","10,940","11,233","11,336","11,539","11,658","11,835","11,864","11,989","12,111","12,434","12,929","13,675",,
"Dec 13, 2010",n,melGibsonSpendsChristmas.txt,youtube,4:39,JLfxq7t2KX4,.mkv,https://www.youtube.com/watch?v=JLfxq7t2KX4,"21,178","20,490","""Mel Gibson Spends Christmas with Randy Rainbow""","11,583","11,655","11,765","11,841","11,877","12,047","12,100","12,225","12,333","12,554","13,139","13,244","13,941","14,403","14,798","15,149","15,792","15,965","16,308","16,545","16,912","16,962","17,169","17,403","17,996","18,682","19,970",,
