Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2019-04-29,2019-04-02,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21,2018-07-16,2018-08-21,2018-08-27,2018-09-24,2018-10-15,2018-11-05,2018-12-05,2019-01-14,2019-01-28,2019-02-19,2019-03-06,2019-03-28,,RemovedFromYoutube
"Sep 9, 2016",n,interviewsGaryJohnson.txt,youtube,2:18,iYSQH8SFHDY,.mkv,https://www.youtube.com/watch?v=iYSQH8SFHDY,"101,566","101,120","""Randy Rainbow Interviews Gary Johnson #WhatIsAleppo""","86,063","86,362","87,090","87,523","87,701","88,491","88,774","89,546","89,748","89,994","90,904","91,105","92,511","93,251","94,028","97,814","98,704","99,099","99,889","100,470","101,021",,
"Sep 3, 2016",n,interviewsLatinosForTump.txt,youtube,2:36,8CtrLnBxeNY,.webm,https://www.youtube.com/watch?v=8CtrLnBxeNY,"125,685","124,904","""RANDY RAINBOW Interviews LATINOS FOR TRUMP""","100,453","101,312","102,880","103,767","104,168","105,819","106,414","108,071","108,509","108,869","110,114","110,624","114,582","116,018","117,359","118,247","119,876","120,653","122,121","123,468","124,731",,
"Aug 19, 2016",n,interviewsTrumpsAttorney.txt,youtube,2:43,JjTqyNe0C1w,.mkv,https://www.youtube.com/watch?v=JjTqyNe0C1w,"166,858","165,520","""Randy Rainbow Interviews Donald Trump's Attorney #SaysWho""","92,667","93,591","95,775","96,970","97,547","105,972","115,259","131,448","132,844","134,704","139,968","141,240","146,058","148,095","150,080","151,460","154,334","155,619","159,438","162,763","165,217",,
"Aug 2, 2016",n,interviewsDonaldTrumpPart2.txt,youtube,2:37,q81Howk0Dto,.mkv,https://www.youtube.com/watch?v=q81Howk0Dto,"168,320","167,835","""Randy Rainbow Interviews DONALD TRUMP: Part II""","148,006","148,767","150,134","150,762","151,105","152,389","152,977","154,083","154,406","154,890","156,754","157,098","159,053","159,740","162,455","163,509","164,804","165,307","166,165","167,013","167,723",,
"Jul 28, 2016",n,interviewsHillaryClintonTimKaine.txt,youtube,3:11,u1XjA0X2uRU,.mkv,https://www.youtube.com/watch?v=u1XjA0X2uRU,"103,681","103,105","""Randy Rainbow Interviews HILLARY CLINTON & TIM KAINE""","82,555","83,038","84,009","84,453","84,645","85,668","86,123","87,115","87,378","87,870","89,483","89,754","91,975","92,753","93,735","97,592","99,580","100,110","101,215","102,197","102,979",,
"Jul 20, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,EufHfhnPKTU,,https://www.youtube.com/watch?v=EufHfhnPKTU,"447,543","445,112","""Ya Got TRUMP TROUBLE! - Randy Rainbow Song Parody""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"444,996",,"Original video, had been trackign pirate copy before"
"Jul 21, 2016",y,yaGotTrumpTrouble.txt,youtube,3:44,5_k1L7IHYx0,.mkv,https://www.youtube.com/watch?v=5_k1L7IHYx0,"28,950","28,820","""Ya Got Trump Trouble!"" pirated copy of original","8,475","10,886","15,358","17,607","18,714","22,779","24,124","26,861","27,669","27,849","27,963","27,986","28,092","28,172","28,227","28,264","28,342","28,446","28,533","28,629","28,794",,
"Jun 7, 2016",y,sorryYoureNotHamilton.txt,youtube,3:27,S10DtYaIg0g,.webm,https://www.youtube.com/watch?v=S10DtYaIg0g,"229,831","226,907","""SORRY, YOU'RE NOT HAMILTON""","148,232","151,610","157,648","160,611","163,546","172,901","174,801","178,670","179,970","181,939","188,915","190,223","197,478","201,096","204,562","208,464","212,682","214,466","219,366","221,862","225,643",,
"May 19, 2016",n,randyRainbowInterviewsDonaldTrump.txt,youtube,2:32,8Dw3DXBeKIM,.mkv,https://www.youtube.com/watch?v=8Dw3DXBeKIM,"191,983","191,016","""Randy Rainbow Interviews Donald Trump""","166,204","167,043","168,754","169,530","169,924","171,545","172,263","173,772","174,152","174,667","176,876","177,390","180,167","181,358","182,744","183,879","186,024","186,901","188,405","189,620","190,828",,
"May 5, 2016",y,tedCruzGOPdropout.txt,youtube,3:34,vdB9nTe4ldE,.mkv,https://www.youtube.com/watch?v=vdB9nTe4ldE,"114,960","113,892","""TED CRUZ GOP DROPOUT""","71,113","71,482","72,433","73,142","73,419","74,309","74,524","75,118","75,363","76,014","77,924","83,341","88,691","91,263","95,037","97,583","101,567","105,202","108,662","110,853","113,476",,
"May 5, 2016",y,johnKasichGOPdropout.txt,youtube,3:18,0-XDpLkLNRk,.mkv,https://www.youtube.com/watch?v=0-XDpLkLNRk,"38,446","38,055","""JOHN KASICH GOP DROPOUT""","28,523","28,755","29,328","29,737","29,877","30,324","30,456","30,793","30,950","31,232","32,116","32,343","33,670","34,218","34,793","35,287","36,055","36,392","36,992","37,482","37,973",,
"Apr 29, 2016",y,carlyFiorinaDuet.txt,youtube,2:43,rsWEd-phvyw,.webm,https://www.youtube.com/watch?v=rsWEd-phvyw,"57,887","57,492","""RANDY RAINBOW & CARLY FIORINA DUET: Just in Love (with TED CRUZ)""","47,820","48,023","48,458","48,738","48,844","49,374","49,537","49,927","50,042","50,332","51,234","51,377","52,619","53,371","54,062","54,471","55,212","55,583","56,280","56,793","57,394",,
"Apr 24, 2016",n,randyRainbowInterviewsBarbaraStreisand.txt,youtube,3:47,vRvsNj1tGQs,.mkv,https://www.youtube.com/watch?v=vRvsNj1tGQs,"131,361","129,981","""Randy Rainbow Interviews Barbra Streisand""","81,567","83,448","87,408","89,067","90,078","93,282","94,521","96,626","97,205","98,301","102,640","103,489","108,878","113,225","115,545","117,364","119,898","120,902","123,425","125,507","129,491",,
"Mar 16, 2016",y,marcoRubioGOPdropout.txt,youtube,3:21,KmGuIssaeEg,.mkv,https://www.youtube.com/watch?v=KmGuIssaeEg,"78,683","78,262","""Marco Rubio: GOP DROPOUT""","64,575","64,911","65,687","66,282","66,494","67,051","67,221","67,693","67,936","68,392","70,110","70,462","72,711","73,523","74,293","74,983","75,873","76,265","77,000","77,574","78,167",,
"Mar 4, 2016",y,benCarsonGOPdropout.txt,youtube,3:16,KMQgdOLylXo,.mkv,https://www.youtube.com/watch?v=KMQgdOLylXo,"75,237","74,135","""Ben Carson: GOP DROPOUT""","41,367","41,723","42,516","43,096","43,317","44,266","44,592","45,401","45,774","46,562","49,636","50,647","57,923","60,611","63,200","64,823","67,423","69,060","71,052","72,323","73,893",,
"Feb 22, 2016",y,jobBushGOPdropout.txt,youtube,3:17,7BntyhRqBAA,.mkv,https://www.youtube.com/watch?v=7BntyhRqBAA,"72,610","71,504","""Jeb Bush GOP DROPOUT""","51,194","51,511","52,242","52,772","52,938","53,387","53,531","53,982","54,235","54,648","55,914","56,234","58,199","59,514","61,559","62,833","65,042","66,892","68,714","69,814","71,242",,
"Feb 12, 2016",y,carlyFiorinaGOPdropout.txt,youtube,3:12,jmssam01R2M,.mkv,https://www.youtube.com/watch?v=jmssam01R2M,"124,554","123,206","""Carly Fiorina GOP DROPOUT""","77,885","79,462","82,983","84,673","85,379","88,422","89,382","91,674","92,376","93,368","96,792","97,944","105,380","108,147","110,637","112,303","115,028","116,938","119,328","120,848","122,877",,
"Jan 18, 2016",y,none,none,2:19,jDxSg1fSrws,.mkv,https://www.youtube.com/watch?v=jDxSg1fSrws,"218,994","217,100","""Randy Rainbow Performs at a Donald Trump Rally""","147,033","149,309","153,051","154,932","155,879","159,508","160,877","164,657","165,636","167,522","178,456","179,912","194,548","198,445","201,420","203,185","206,376","207,576","210,507","213,124","216,722",,
"Dec 24, 2015",n,merryJewishChristmas.txt,youtube,1:31,TK4PRgXXm9U,.mkv,https://www.youtube.com/watch?v=TK4PRgXXm9U,"18,484","18,200","""Merry Jewish Christmas""","12,135","12,281","12,546","12,685","12,747","12,955","13,026","13,196","13,304","13,452","13,913","13,987","14,628","14,994","15,394","15,891","16,718","16,988","17,450","17,757","18,146",,
"Oct 21, 2015",n,trickOrTreatsKimDavis.txt,youtube,3:54,BgwRl_T1aP8,.mkv,https://www.youtube.com/watch?v=BgwRl_T1aP8,"60,517","59,961","""Randy Rainbow Trick-or-Treats Kim Davis""","42,254","42,576","43,427","43,854","43,999","44,629","44,818","45,267","45,484","46,050","48,012","48,545","51,297","52,596","54,068","55,032","56,200","56,662","57,965","58,808","59,814",,
"Sep 7, 2015",y,kimDavisCellBlockTango.txt,youtube,3:31,14C3TZg6NQM,.mkv,https://www.youtube.com/watch?v=14C3TZg6NQM,"562,339","560,267","""The KIM DAVIS Cell Block Tango - Randy Rainbow""","473,455","475,325","480,516","482,949","483,774","487,139","488,188","491,275","492,404","495,597","504,461","507,197","519,524","524,157","529,041","535,304","541,335","543,850","553,290","556,493","559,771",,
"Jun 1, 2015",n,randyShiaGetReadyForBed.txt,youtube,1:03,jD-JqOXCrEo,.mkv,https://www.youtube.com/watch?v=jD-JqOXCrEo,"29,270","28,863","""Randy Rainbow And Shia LaBeouf Get Ready For Bed""","21,888","21,969","22,162","22,271","22,313","22,500","22,558","22,699","22,779","22,916","23,373","23,484","24,297","24,778","25,442","25,955","26,736","27,086","27,714","28,232","28,763",,
"Apr 23, 2015",n,interviewsRobertDowneyJr.txt,youtube,2:49,Rq0XX8AcDH0,.mkv,https://www.youtube.com/watch?v=Rq0XX8AcDH0,"44,296","43,733","""Randy Rainbow Interviews Robert Downey Jr.""","31,282","31,486","31,783","31,973","32,061","32,426","32,619","33,479","33,711","34,216","35,501","35,708","37,380","38,186","39,031","39,604","40,588","40,999","41,951","42,694","43,595",,
"Mar 29, 2015",y,aSongForIndiana.txt,youtube,2:13,cUA9m-g12ag,.webm,https://www.youtube.com/watch?v=cUA9m-g12ag,"194,338","193,281","""A Song for Indiana - Randy Rainbow""","160,979","161,459","162,647","163,258","163,518","164,615","164,924","165,684","166,010","166,935","170,439","171,916","179,047","181,686","184,227","185,737","187,431","188,352","190,254","191,853","193,092",,
"Dec 23, 2014",n,none,none,2:41,5bkjyHwSJYk,.mkv,https://www.youtube.com/watch?v=5bkjyHwSJYk,"39,211","38,688","""Merry Christmas from Randy Rainbow & Bill Cosby!""","21,813","22,376","23,478","23,967","24,177","25,019","25,467","26,579","26,851","27,070","28,223","28,498","30,605","31,931","32,808","33,589","35,591","36,091","37,004","37,682","38,570",,
"May 20, 2014",n,donaldSterlingTalksToRandyRainbow.txt,youtube,3:00,NcMWEgmI84M,.mp4,https://www.youtube.com/watch?v=NcMWEgmI84M,"14,520","14,290","""Donald Sterling Talks to Randy Rainbow""","9,284","9,381","9,607","9,745","9,818","10,172","10,274","10,540","10,619","10,747","11,189","11,259","11,786","12,059","12,417","12,695","13,109","13,298","13,637","13,939","14,244",,
"Mar 6, 2014",y,adeleDazeem.txt,youtube,3:26,6SgGxP5TqSE,.mp4,https://www.youtube.com/watch?v=6SgGxP5TqSE,"110,686","109,589","""ADELE DAZEEM""","84,456","85,693","88,361","89,406","89,728","90,771","91,125","92,013","92,249","92,853","95,592","96,043","98,504","100,017","101,783","102,915","104,628","105,659","107,209","108,162","109,380",,
"Dec 25, 2013",n,aJewForChristmas.txt,youtube,3:18,wsZyELYDzO0,.mkv,https://www.youtube.com/watch?v=wsZyELYDzO0,"82,453","81,574","""Randy Rainbow: A Jew for Christmas""","55,478","56,200","57,449","58,063","58,236","58,882","59,081","59,488","59,671","60,327","62,868","64,032","68,695","70,629","72,351","73,492","76,426","77,089","78,811","79,923","81,356",,
"Aug 30, 2013",n,behindTheTiara.txt,youtube,5:50,sYTzq70TsFo,.mkv,https://www.youtube.com/watch?v=sYTzq70TsFo,"17,747","17,448","""Behind the Tiara - Randy Rainbow and Ivy Profen""","7,529","7,777","8,358","8,568","8,659","9,384","9,668","10,133","10,278","10,615","12,274","12,486","13,799","14,283","14,742","15,101","15,653","15,871","16,355","16,733","17,368",,
"Aug 1, 2013",n,anthonyWeinerDatingRandy.txt,youtube,4:02,3BBiN98XVvE,.webm,https://www.youtube.com/watch?v=3BBiN98XVvE,"85,206","84,290","""Anthony Weiner is Dating Randy Rainbow""","52,405","52,846","53,966","54,497","54,690","55,390","55,607","56,129","56,404","57,100","59,918","61,623","68,681","71,537","73,435","74,763","76,916","78,060","80,671","82,138","84,021",,
"Jan 26, 2013",n,newRandyRainbowShow.txt,youtube,1:28,J_JkjjdgaWA,.mkv,https://www.youtube.com/watch?v=J_JkjjdgaWA,"5,541","5,481","""NEW RANDY RAINBOW SHOW!""","4,003","4,044","4,129","4,184","4,212","4,304","4,324","4,370","4,386","4,422","4,543","4,572","4,715","4,792","4,878","4,965","5,105","5,180","5,311","5,397","5,469",,
"Dec 17, 2012",y,susanBoyleAwkwardDiva.txt,youtube,1:35,XcjBQrb202o,.webm,https://www.youtube.com/watch?v=XcjBQrb202o,0,0,"""Susan Boyle the Awkward Diva | Randy Rainbow""","8,560","8,812","9,376","9,646","9,803","10,316","10,538","11,044","11,148","11,357","12,102","12,259","13,242","13,680","14,140","14,467","15,219","15,490","16,025","16,395",0,,removed before 3/28/19
"Nov 7, 2012",n,none,none,,2mGy0QiIwNw,.webm,https://www.youtube.com/watch?v=2mGy0QiIwNw,"45,677","45,354","""Diane Sawyer Drunk Dials Randy Rainbow | Randy Rainbow""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,352","44,746","45,279",,"Added late, on 01-30-19"
"Aug 1, 2012",n,randyRainbowWorksAtChickFilA.txt,youtube,3:40,jiZLFjbqDxQ,.webm,https://www.youtube.com/watch?v=jiZLFjbqDxQ,"460,657","458,829","""Randy Rainbow Works at Chick-fil-A""","384,517","386,406","390,863","392,629","393,361","396,593","397,793","400,803","401,921","404,008","411,083","412,889","422,229","429,778","433,587","436,870","442,044","445,170","450,210","452,931","458,175",,
"Jul 15, 2012",n,highSchoolMusical.txt,youtube,5:22,JO571wGDucE,.webm,https://www.youtube.com/watch?v=JO571wGDucE,"57,324","56,709","""High School Musical Starring Randy Rainbow""","36,805","37,503","38,712","39,332","39,656","40,680","41,006","41,822","42,103","42,973","45,398","45,832","48,170","49,286","50,355","51,092","52,439","52,815","53,846","54,849","56,515",,
"Jul 5, 2012",n,tomCruiseAndersonCooperSpeedDate.txt,youtube,5:27,G-R7qRPiHtE,.mp4,https://www.youtube.com/watch?v=G-R7qRPiHtE,"64,327","63,663","""Tom Cruise and Anderson Cooper Speed Date""","47,428","47,784","48,482","48,844","49,008","49,660","49,891","50,416","50,594","51,208","52,760","53,105","55,863","56,875","57,799","58,545","59,796","60,235","61,187","62,037","63,491",,
"May 13, 2012",n,johnTravoltaHarassesRandy.txt,youtube,4:18,jdMuwTRofR0,.webm,https://www.youtube.com/watch?v=jdMuwTRofR0,"51,549","50,779","""John Travolta Harasses Randy Rainbow""","33,455","33,768","34,341","34,698","34,861","35,393","35,554","35,970","36,115","36,460","37,714","38,276","41,478","42,755","43,895","44,698","45,918","46,397","47,573","48,760","50,543",,
"Mar 11, 2012",n,kirkCameronDatingRandy.txt,youtube,4:53,_la4rrc_53c,.mkv,https://www.youtube.com/watch?v=_la4rrc_53c,"68,744","67,932","""Kirk Cameron is Dating Randy Rainbow""","54,033","54,164","54,415","54,569","54,634","54,901","54,982","55,197","55,268","55,413","56,259","56,650","59,191","60,492","61,287","61,921","63,273","63,762","64,811","65,836","67,754",,
"Feb 13, 2012",n,mittRomneyKissMe.txt,youtube,4:30,Or2jsyGBxrg,.mkv,https://www.youtube.com/watch?v=Or2jsyGBxrg,"21,373","21,091","""Mitt Romney, Kiss Me!""","16,331","16,400","16,531","16,616","16,666","16,804","16,847","16,963","17,009","17,114","17,565","17,658","18,258","18,566","18,921","19,198","19,760","19,944","20,349","20,582","21,007",,
"Dec 25, 2011",y,rickPerryRandyRainbowXmas.txt,youtube,5:09,1DUYZQHeqjI,.mkv,https://www.youtube.com/watch?v=1DUYZQHeqjI,"40,879","40,347","""Rick Perry and Randy Rainbow: The XMas Album""","27,581","28,184","29,177","29,640","29,830","30,515","30,696","31,182","31,338","31,611","32,987","33,305","34,941","35,670","36,404","37,058","38,079","38,293","38,932","39,375","40,167",,
"Nov 13, 2011",n,rickPerryGetsDrunkPhoneCall.txt,youtube,4:43,ZQqDWuXT51w,.webm,https://www.youtube.com/watch?v=ZQqDWuXT51w,"24,087","23,798","""Rick Perry Gets a Drunk Phone Call from Randy Rainbow""","18,309","18,391","18,545","18,649","18,702","18,899","18,970","19,145","19,211","19,279","19,582","19,748","20,687","21,108","21,527","21,852","22,416","22,588","22,899","23,172","23,726",,
"Oct 30, 2011",n,beaArthurRandyHalloween.txt,youtube,4:08,8kzBfEw44M4,.mkv,https://www.youtube.com/watch?v=8kzBfEw44M4,"20,735","20,443","""Bea Arthur and Randy Rainbow's Halloween Special""","15,219","15,297","15,446","15,526","15,566","15,711","15,766","15,881","15,916","16,025","16,464","16,582","17,383","17,831","18,277","18,558","19,051","19,246","19,623","19,950","20,362",,
"Oct 17, 2011",n,theFundraiser.txt,youtube,5:26,YmHu2JRtRug,.mkv,https://www.youtube.com/watch?v=YmHu2JRtRug,"10,042","9,911","""The Fundraiser""","7,444","7,478","7,529","7,567","7,585","7,656","7,684","7,729","7,750","7,789","7,947","7,998","8,350","8,596","8,836","9,006","9,339","9,440","9,601","9,737","9,882",,
"Jul 24, 2011",n,marcusBachmannNotGettingMarried.txt,youtube,5:12,mNlTI-P6yTY,.mkv,https://www.youtube.com/watch?v=mNlTI-P6yTY,"19,782","19,605","""Marcus Bachmann Is Not Getting Married to Randy Rainbow""","16,042","16,113","16,213","16,289","16,325","16,458","16,503","16,614","16,653","16,706","16,918","16,991","17,694","18,038","18,296","18,518","18,897","19,015","19,230","19,373","19,573",,
"May 1, 2011",n,royalWedding.txt,youtube,4:52,XlJWmrK7Bu8,.webm,https://www.youtube.com/watch?v=XlJWmrK7Bu8,"69,183","68,482","""Royal Wedding: The Morning After""","39,350","40,088","41,692","42,455","42,795","43,935","44,366","46,335","46,846","48,108","52,648","53,629","57,989","59,337","60,549","61,383","63,002","63,530","64,846","66,230","68,283",,
"Apr 6, 2011",y,americanIdolWelcomesBack.txt,youtube,5:05,uUI3OGHfk9g,.mkv,https://www.youtube.com/watch?v=uUI3OGHfk9g,"38,977","38,604","""American Idol Welcomes Back Randy Rainbow""","23,396","24,011","25,168","25,665","25,951","26,821","27,103","27,836","27,997","28,456","31,549","31,975","33,952","34,643","35,322","35,741","36,460","36,698","37,403","37,848","38,505",,
"Feb 27, 2011",n,charlieSheenRandysNewBoyfriend.txt,youtube,4:42,iHBqXGLsQI0,.mkv,https://www.youtube.com/watch?v=iHBqXGLsQI0,"21,200","20,933","""Charlie Sheen Is Randy Rainbow's New Boyfriend""","15,752","15,837","15,990","16,085","16,147","16,337","16,395","16,525","16,569","16,687","17,059","17,137","17,747","18,142","18,497","18,828","19,394","19,590","20,008","20,302","20,854",,
"Feb 13, 2011",n,melGibsonRandySeekCounseling.txt,youtube,5:40,N__uN_l4Gsc,.mkv,https://www.youtube.com/watch?v=N__uN_l4Gsc,"64,072","63,378","""Mel Gibson and Randy Rainbow Seek Counseling""","46,245","46,702","47,380","47,742","47,925","48,587","48,818","49,218","49,404","49,773","51,200","51,769","54,955","56,424","57,490","58,229","59,576","60,030","60,967","61,848","63,209",,
"Jan 25, 2011",n,americanIdolAudition.txt,youtube,5:05,QHoh82ZwDjw,.webm,https://www.youtube.com/watch?v=QHoh82ZwDjw,"325,688","321,610","""American Idol Audition""","175,348","180,547","192,063","196,142","198,915","206,026","207,739","212,797","214,470","217,759","229,665","231,327","247,789","251,897","254,735","257,901","264,528","266,219","273,038","283,636","318,588",,
"Jan 9, 2011",n,spiderManCastSaved.txt,youtube,5:13,VChJ4SnyfdQ,.mkv,https://www.youtube.com/watch?v=VChJ4SnyfdQ,"11,989","11,864","""Spider-Man Cast Saved by Randy Rainbow""","9,068","9,117","9,190","9,238","9,259","9,342","9,375","9,425","9,450","9,522","9,777","9,859","10,317","10,546","10,940","10,940","11,233","11,336","11,539","11,658","11,835",,
"Dec 13, 2010",n,melGibsonSpendsChristmas.txt,youtube,4:39,JLfxq7t2KX4,.mkv,https://www.youtube.com/watch?v=JLfxq7t2KX4,"17,169","16,962","""Mel Gibson Spends Christmas with Randy Rainbow""","11,583","11,655","11,765","11,841","11,877","12,047","12,100","12,225","12,333","12,554","13,139","13,244","13,941","14,403","14,798","15,149","15,792","15,965","16,308","16,545","16,912",,
"Nov 18, 2010",n,kanyeWestKicksIt.txt,youtube,3:29,icVRIlkn0hk,.mkv,https://www.youtube.com/watch?v=icVRIlkn0hk,"12,525","12,322","""Kanye West Kicks It With Randy Rainbow""","8,586","8,637","8,732","8,778","8,810","8,916","8,958","9,036","9,062","9,135","9,380","9,465","10,046","10,364","10,716","10,928","11,404","11,566","11,778","12,009","12,277",,
"Oct 25, 2010",n,randyRainbowStars.txt,youtube,4:34,YNOzRXKzEfk,.mkv,https://www.youtube.com/watch?v=YNOzRXKzEfk,"14,291","14,066","""Randy Rainbow Stars In a Show!""","9,581","9,637","9,725","9,782","9,817","9,946","9,996","10,065","10,116","10,230","10,605","10,719","11,351","11,722","12,091","12,413","12,973","13,159","13,490","13,710","14,028",,
"Oct 3, 2010",n,rachelZoeHiresRandy.txt,youtube,4:55,h3qu6KgoORo,.mkv,https://www.youtube.com/watch?v=h3qu6KgoORo,"14,381","14,199","""Rachel Zoe Hires Randy Rainbow!""","11,046","11,080","11,141","11,189","11,207","11,288","11,320","11,377","11,403","11,449","11,652","11,710","12,073","12,360","12,630","12,841","13,296","13,440","13,688","13,899","14,161",,
"Sep 13, 2010",n,randyRainbowGettingMarried.txt,youtube,5:57,3jkRjULDoFk,.webm,https://www.youtube.com/watch?v=3jkRjULDoFk,"44,102","43,523","""Randy Rainbow Getting Married?""","30,146","30,323","30,634","30,864","30,963","31,303","31,401","31,611","31,702","32,149","33,116","33,574","36,237","37,258","38,073","38,717","39,979","40,348","41,215","42,007","43,372",,
"Aug 30, 2010",n,lindsayLohanGetsCallFromRandy.txt,youtube,4:18,b3bP3t4u8rg,.mkv,https://www.youtube.com/watch?v=b3bP3t4u8rg,"50,008","49,827","""Lindsay Lohan Gets a Call from Randy Rainbow""","45,427","45,522","45,668","45,756","45,811","45,985","46,038","46,162","46,199","46,290","46,753","46,854","47,477","47,825","48,160","48,387","48,813","48,988","49,264","49,490","49,788",,
"Aug 19, 2010",n,drLauraGetsCallFromRandy.txt,youtube,3:04,h7TQRPqK6ig,.mkv,https://www.youtube.com/watch?v=h7TQRPqK6ig,"29,898","29,574","""Dr. Laura Gets a Call from Randy Rainbow""","22,833","22,927","23,143","23,263","23,345","23,626","23,717","23,921","23,995","24,150","24,664","24,796","25,782","26,319","26,742","27,090","27,783","28,053","28,599","28,999","29,498",,
"Aug 1, 2010",n,chelseaClintonWedding.txt,youtube,3:23,m1ifaaeii3k,.mkv,https://www.youtube.com/watch?v=m1ifaaeii3k,"51,909","51,643","""Chelsea Clinton's Wedding: The Morning After""","45,815","45,895","46,083","46,369","46,400","46,539","46,589","46,696","46,731","46,928","47,483","47,602","48,465","48,973","49,355","49,642","50,167","50,339","50,775","51,135","51,581",,
"May 27, 2010",n,none,none,1:24,EW3CCkdhTic,.mkv,https://www.youtube.com/watch?v=EW3CCkdhTic,"5,082","5,028","""American Idol Reaction""","4,051","4,063","4,092","4,102","4,113","4,139","4,155","4,181","4,190","4,212","4,290","4,301","4,374","4,420","4,507","4,573","4,697","4,765","4,859","4,936","5,011",,
"May 23, 2010",n,oprahAudition.txt,youtube,5:41,oJEVnkNY6Sk,.webm,https://www.youtube.com/watch?v=oJEVnkNY6Sk,0,0,"""The Oprah Audition""","16,667","16,912","17,327","17,550","17,666","18,104","18,238","18,607","18,695","18,841","19,372","19,470","20,109","20,418","20,418",0,0,0,0,0,0,,"Marked as removed by User Nov 5, 2018"
"May 2, 2010",n,previouslyOn.txt,youtube,3:01,iOapmFuX6uc,.mkv,https://www.youtube.com/watch?v=iOapmFuX6uc,"6,229","6,075","""Previously On""","3,915","3,960","4,047","4,114","4,133","4,231","4,273","4,333","4,352","4,389","4,541","4,584","4,831","4,971","5,136","5,243","5,471","5,594","5,769","5,892","6,052",,
"Jan 3, 2010",n,visionBoard.txt,youtube,7:05,vu_5dOXzmN8,.webm,https://www.youtube.com/watch?v=vu_5dOXzmN8,"16,207","15,918","""Randy Rainbow's Vision Board""","9,090","9,291","9,673","9,913","10,058","10,416","10,531","10,808","10,928","11,155","11,829","11,932","12,725","13,114","13,556","13,919","14,512","14,707","15,096","15,396","15,844",,
"Nov 22, 2009",n,chadKimballInterview.txt,youtube,9:59,sCBzx1Nc2Rc,.mkv,https://www.youtube.com/watch?v=sCBzx1Nc2Rc,"7,461","7,381","""Chad Kimball of the Broadway Show Memphis Interviewed""","5,895","5,921","5,987","6,028","6,043","6,114","6,137","6,205","6,232","6,263","6,356","6,369","6,505","6,603","6,725","6,833","6,978","7,060","7,180","7,292","7,367",,
"May 4, 2009",n,mirandaVoiceLessons.txt,youtube,7:14,GWko3MBcGHg,.mkv,https://www.youtube.com/watch?v=GWko3MBcGHg,"31,059","30,792","""Miranda Gives Voice Lessons to Randy Rainbow""","23,480","23,731","24,240","24,501","24,633","25,070","25,169","25,513","25,647","25,876","26,622","26,766","27,581","27,959","28,388","28,734","29,320","29,541","30,044","30,354","30,729",,
